OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1926495,04092018408,MOD Pizza - Wake Forest,2815  Rogers  Rd,,WAKE FOREST,NC,27587,(919) 263-1211,2020-07-27T04:00:00Z,Restaurant,11934,-78.52502096,35.95329016,M
1926496,04092014742,Salsa Fresh #3,3588 Davis DR ,,MORRISVILLE,NC,27519,(919) 601-5375,2006-12-04T05:00:00Z,Restaurant,11936,-78.84576194,35.81812076,M
1926497,04092021672,The Butchers Market,5045 FALLS OF NEUSE ,,RALEIGH,NC,27609,(919) 809-8914,2011-03-29T04:00:00Z,Food Stand,11923,-78.61460888,35.85034596,M
1926498,04092017084,THE RALEIGH GRANDE CINEMA,4840 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 788-9000,2015-11-16T05:00:00Z,Restaurant,11939,-78.71688545,35.87197649,M
1926499,04092018092,Ashley's Harvest Moon Bakery - Cafe,128 Bass Lake RD ,,Holly Springs,NC,27540,(919) 586-7005,2019-04-24T04:00:00Z,Restaurant,11942,-78.82480349,35.65381034,M
1926500,04092018439,Jersey Mike's Subs,280  Meeting ST ,,CARY,NC,27518,(919) 233-0036,2020-09-09T04:00:00Z,Restaurant,11955,-78.74478781,35.75666346,M
1926501,04092110460,Harris Creek Elem. School Lunchroom,3829 Forestville RD ,,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006-08-18T04:00:00Z,Public School Lunchrooms,11957,-78.51201394,35.87304102,M
1926502,04092016358,SHEETZ #505,1895  S FRANKLIN ST ,,WAKE FOREST,NC,27587,(919) 556-6221,2013-01-30T05:00:00Z,Restaurant,11959,-78.50852547,35.95034245,M
1926503,04092025163,Rocky Top Catering,5000 Departure DR ,,RALEIGH,NC,27616,(919) 829-3771,2018-02-27T05:00:00Z,Food Stand,11971,-78.59490598,35.84957217,M
1926504,04092016751,LELI'S DINER,3325-109 ROGERS ROAD,,WAKE FOREST,NC,27587,(919) 263-1377,2014-09-02T04:00:00Z,Restaurant,11965,-78.51412541,35.95025455,M
1926505,04092021932,CIRCLE K #2720850,100 FACTORY SHOPS RD ,,MORRISVILLE,NC,27560-8402,(919) 467-6009,2016-02-29T05:00:00Z,Food Stand,11977,-78.8177371,35.86082706,M
1926506,04092017498,WING STOP #1245,684-A CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-0736,2016-12-30T05:00:00Z,Restaurant,11968,-78.76589162,35.7755899,M
1926507,04092018385,The Arepa Bar ,7909 FALLS OF NEUSE RD ,SUITE 105,RALEIGH,NC,27615,(919) 480-3190,2020-06-22T04:00:00Z,Restaurant,11984,-78.62599606,35.89330024,M
1926508,04092018018,Bad Daddy's Burger bar #235,4213 Corners PKY ,Suite 100,RALEIGH,NC,27617,(919) 381-4814,2018-12-28T05:00:00Z,Restaurant,11991,-78.78791806,35.91890974,M
1926509,04092017816,Whisky River,2400 John Brantley BLVD ,,MORRISVILLE ,NC,27560,,2018-03-20T04:00:00Z,Restaurant,11998,-78.78941437,35.8696795,M
1926510,04092018475,Wegmans #139 Coffee/Subs/Pizza/Salads,3710 DAVIS DR,,CARY,NC,27519,,2020-11-02T05:00:00Z,Restaurant,12011,-78.85023067,35.82831621,M
1926511,04092030476,Mac Daddys Dawgz & Catering (WCID #765)," 409 US East Highway 70, ",,GARNER,NC,27529,(919) 272-8402,2020-04-24T04:00:00Z,Pushcarts,12000,0.0,0.0,U
1926512,04092018514,Urban Cafe,7810 POYNER POND CIR,Suite 100,RALEIGH,NC,27616,(919) 874-5017,2021-01-08T05:00:00Z,Restaurant,12018,-78.56916648,35.86464286,M
1926513,04092021066,Circle K #8527,2100 E Millbrook Rd,,RALEIGH,NC,27604-1743,(919) 850-9776,2001-05-03T04:00:00Z,Food Stand,12025,-78.60121486,35.84846578,M
1926514,04092013062,PNC 118-120,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-12-07T05:00:00Z,Restaurant,12029,-78.7229363,35.8032419,M
1926515,04092011419,R.J.'S Place,712 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-5152,1991-04-23T04:00:00Z,Restaurant,12032,-78.7909684,35.59122322,M
1926516,04092021001,Food Lion #649 Deli ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000-07-01T04:00:00Z,Food Stand,12044,-78.68034061,35.74405959,M
1926517,04092021009,Food Lion #1482 Meat Market,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000-07-01T04:00:00Z,Food Stand,12045,-78.64059702,35.85499105,M
1926518,04092017150,ARBYS #6768,1500 E WILLIAMS ST ,,APEX,NC,27502,(919) 323-0295,2016-02-22T05:00:00Z,Restaurant,12052,-78.83904369,35.71089517,M
1926519,04092018013,Local Oyster Bar,500 E Davie ST ,,RALEIGH,NC,27601,(303) 808-0701,2018-12-07T05:00:00Z,Restaurant,12054,-78.63206132,35.77487463,M
1926520,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,NC,27587,(919) 453-1043,2014-03-31T04:00:00Z,Restaurant,12058,-78.50377701,35.94688449,M
1926521,04092014706,Costco Wholesale #645 Food Court,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006-10-24T04:00:00Z,Restaurant,12065,-78.62231539,35.81825512,M
1926522,04092015578,CANTINA 18,433  DANIELS  ST ,,RALEIGH,NC,27605,(919) 835-9911,2010-03-04T05:00:00Z,Restaurant,12066,-78.66157335,35.79001079,M
1926523,04092016133,HIBACHI CHINA BUFFET,2909  E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 878-5688,2012-03-16T04:00:00Z,Restaurant,12070,-78.58213563,35.85057911,M
1926524,04092025150,Harris Teeter #367 Starbucks,14520 John Rex BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2017-10-24T04:00:00Z,Food Stand,12072,-78.54281974,35.94700335,M
1926525,04092016933,BIRYANI XPRX,748-A E CHATHAM ST ,,CARY,NC,27511,(919) 377-1801,2015-05-26T04:00:00Z,Restaurant,12067,-78.76503719,35.79184391,M
1926526,04092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018-08-06T04:00:00Z,Food Stand,12078,-78.7784243,35.787736,M
1926527,04092018675,Homewood Suites by Hilton Raleigh/Crabtree Food Service,5400 Homewood Banks  DR ,,RALEIGH,NC,27612,(919) 448-8871,2021-07-06T04:00:00Z,Restaurant,12082,-78.68057425,35.83620491,M
1926528,04092015151,Namolis NY Pizzeria,5444 Apex Peakway ,,APEX,NC,27502,(919) 303-4888,2008-06-23T04:00:00Z,Restaurant,12087,-78.86537597,35.73683859,M
1926529,04092016387,THE HAT RACK (RED HAT 9TH FLOOR),100 E DAVIE ST ,,RALEIGH,NC,27601,(919) 301-3062,2013-03-13T04:00:00Z,Restaurant,12103,-78.63762576,35.77518054,M
1926530,04092030398,Tacos Mama Chava #1 (WCID #684),4524 Old Wake Forest DR ,,RALEIGH,NC,27609,,2019-03-01T05:00:00Z,Mobile Food Units,12085,-78.6102724,35.84291835,M
1926531,04092300193,Food Lion #669 Meat Market,405 S Main St ,,ROLESVILLE,NC,27571-9664,,2000-07-01T04:00:00Z,Meat Market,12123,-78.46472721,35.91731538,T
1926532,04092017709,Penn Station #345,5036 Arco ST ,,Cary,NC,27519,,2017-10-12T04:00:00Z,Restaurant,12130,-78.88191924,35.83347908,M
1926533,04092022010,SPROUTS #540 PRODUCE,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017-03-14T04:00:00Z,Food Stand,12151,-78.60286042,35.90143714,M
1926534,04092018333,Manhattan Pizza,305 MATTHEWS DR,,HOLLY SPRINGS,NC,27540-4300,(919) 367-6667,2020-03-02T05:00:00Z,Restaurant,12163,-78.79440661,35.66435998,M
1926535,04092021291,WalMart #5292 Deli,4431 New Bern AVE ,,RALEIGH,NC,27610,(919) 212-6442,2004-08-24T04:00:00Z,Food Stand,12176,-78.56000685,35.80046419,M
1926536,04092015241,Garner Polar Ice House,103 NEW RAND RD ,,GARNER,NC,27529,(919) 861-7465,2008-09-25T04:00:00Z,Restaurant,12177,-78.60036832,35.70428641,M
1926537,04092018065,Firehouse Subs #1517,11704 Retail DR ,,WAKE FOREST,NC,27587,(919) 556-1010,2019-02-20T05:00:00Z,Restaurant,12179,-78.5434927,35.96629568,M
1926538,04092030393,Bowl Out (WCID #682),1025 Blue Ridge RD ,,RALEIGH,NC,27604,(919) 636-1182,2019-02-07T05:00:00Z,Mobile Food Units,12180,-78.71510697,35.79630808,M
1926539,04092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5688,2012-01-04T05:00:00Z,Restaurant,12181,-78.78870146,35.71809037,M
1926540,04092030315,ADOBO JOE (WCID #575),4900 TOPSTONE RD ,,RALEIGH,NC,27603,(804) 405-9543,2016-10-03T04:00:00Z,Mobile Food Units,12184,-78.63486406,35.6426529,M
1926541,04092013309,Bojangles #27,3920 Jones Sausage RD ,,GARNER,NC,27529,(919) 662-1621,2001-04-23T04:00:00Z,Restaurant,12213,-78.58008723,35.72685808,M
1926542,04092021088,Lowes Foods #185 Produce,1845 AVERSBORO RD ,,GARNER,NC,27529-4836,(919) 779-9907,2001-08-31T04:00:00Z,Food Stand,12218,-78.61583871,35.68506655,M
1926543,04092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018-07-02T04:00:00Z,Restaurant,12223,-78.84558396,35.79325638,M
1926544,04092015222,ANNA'S PIZZERIA,100 N SALEM ST ,,APEX,NC,27502,(919) 267-6237,2008-09-15T04:00:00Z,Restaurant,12227,-78.85126459,35.73076866,M
1926545,04092013137,SUBWAY #22217,1601 CROSS LINK RD,,RALEIGH,NC,27610-4186,(919) 835-1555,2000-03-20T04:00:00Z,Restaurant,12233,-78.61481064,35.75482608,M
1926546,04092025314,The Butcher's Market-Bedford,1540 DUNN RD,160,RALEIGH,NC,27614,(919) 747-9802,2020-06-23T04:00:00Z,Food Stand,12247,-78.58619433,35.92539994,M
1926547,04092017085,VITA VITE,313 W HARGETT ST ,,RALEIGH,NC,27601,(919) 803-3156,2015-11-13T05:00:00Z,Restaurant,12252,-78.64424204,35.77820745,M
1926548,04092021377,Whole Foods Market Coffee Bar,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-5805,2006-04-18T04:00:00Z,Food Stand,12260,-78.68558086,35.80212022,M
1926549,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017-03-02T05:00:00Z,Food Stand,12229,-78.7955722,35.78044851,T
1926550,04092011117,Royal India Restaurant,3901-103 Capital BLVD,,RALEIGH,NC,27604,(919) 981-0849,1992-07-27T04:00:00Z,Restaurant,12237,-78.58295913,35.83464973,M
1926551,04092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001-07-06T04:00:00Z,Restaurant,12273,-78.67552225,35.88395957,M
1926552,04092010078,HAN-DEE HUGO'S #54,2744 CAPITAL BLVD ,,RALEIGH,NC,27604-1510,(919) 954-8044,1991-03-28T04:00:00Z,Restaurant,12278,-78.59865079,35.81701185,M
1926553,04092016870,Southern Foodservice Charter,4200 PARAMOUNT  PKY ,,MORRISVILLE,NC,27560,(919) 460-7304,2015-02-11T05:00:00Z,Restaurant,12289,-78.83206286,35.86029687,M
1926554,04092021841,HILBURN EXXON DELI,6700 HILBURN DR.,,RALEIGH,NC,27613,,2015-04-02T04:00:00Z,Food Stand,12293,-78.71533723,35.87241553,M
1926555,04092030520,Tacos Mexico (WCID #811),209 E WILLIAMS ST,,APEX,NC,27502,(919) 524-5014,2021-02-09T05:00:00Z,Mobile Food Units,12312,-78.85166433,35.72667689,M
1926556,04092016180,POOR BOY GENERAL STORE AND GRILL,5804  POOR BOY FARM RD ,,KNIGHTDALE,NC,27545,(919) 217-2500,2012-05-04T04:00:00Z,Restaurant,12322,-78.44826686,35.75699599,M
1926557,04092030427,Lee's Kitchen #2 (WCID #712),4638 CAPITAL BLVD,,RALEIGH,NC,27604-4478,(919) 673-5748,2019-07-03T04:00:00Z,Mobile Food Units,12346,-78.57926249,35.84833828,M
1926558,04092017081,RAGAZZI'S,1514 US HWY 70 W ,,GARNER,NC,27529,(919) 772-9772,2015-11-17T05:00:00Z,Restaurant,12265,0.0,0.0,U
1926559,04092018510,Thaiphoon Bistro,7496 CREEDMOOR RD,,RALEIGH,NC,27613,(919) 917-7988,2020-12-21T05:00:00Z,Restaurant,12352,-78.67820041,35.88787167,M
1926560,04092014186,Waffle House,1412 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2187,2004-11-17T05:00:00Z,Restaurant,12366,-78.77205894,35.59255233,M
1926561,04092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 713-2135,2014-05-21T04:00:00Z,Restaurant,12369,-78.58044824,35.85561749,M
1926562,04092013386,Independence Village,3113 Charles B Root Wynd ,,RALEIGH,NC,27612-5379,(919) 781-8226,2001-07-31T04:00:00Z,Restaurant,12375,-78.70965613,35.82648223,M
1926563,04092016005,HIBACHI & CO,708  N JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 552-8899,2011-09-20T04:00:00Z,Restaurant,12311,-78.80742182,35.6004861,T
1926564,04092016191,ORO RESTAURANT & LOUNGE,18 E MARTIN ST ,,RALEIGH,NC,27601,(919) 239-4010,2012-05-15T04:00:00Z,Restaurant,12338,-78.63842774,35.77684525,M
1926565,04092021032,Lowes Foods #191 Deli,9600 STRICKLAND RD ,,RALEIGH,NC,27615-1937,(919) 847-5661,2000-08-01T04:00:00Z,Food Stand,12400,-78.65568292,35.90277448,M
1926566,04092300147,Food Lion #1484 Meat Market,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000-07-01T04:00:00Z,Meat Market,12401,-78.692995,35.81676997,M
1926567,04092030401,Mi Tierra Mexican Food (WCID #691),2161 S. Wilmington Street ,,RALEIGH,NC,27603,(919) 218-6484,2019-03-08T05:00:00Z,Mobile Food Units,12347,-78.64171063,35.75324624,M
1926568,04092018000,Vegan Community Kitchen,803 E Williams ST ,,Apex,NC,27502,(919) 372-5027,2018-12-14T05:00:00Z,Restaurant,12410,-78.84409397,35.72219673,M
1926569,04092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,,CARY,NC,27513,(919) 461-7008,2011-01-04T05:00:00Z,Restaurant,12413,-78.83800513,35.78180038,M
1926570,04092030374,Beefy Buns (WCID #650),1941 Indianwood CT ,,RALEIGH,NC,27604,(919) 638-1572,2018-09-18T04:00:00Z,Mobile Food Units,12418,-78.54824679,35.81067005,M
1926571,04092025390,Little Caesars #67,100 Wakelon ST ,,ZEBULON,NC,27597,(919) 269-7211,2021-09-23T04:00:00Z,Food Stand,12425,-78.31858381,35.83228812,M
1926572,04092013342,Las Palmas III,9820 - 170 Leesville Rd ,,RALEIGH,NC,27613,(919) 845-4779,2001-06-13T04:00:00Z,Restaurant,12372,0.0,0.0,U
1926573,04092010682,Southeastern Freewill Bapt.College Cafeteria,532 EAGLE ROCK RD ,,WENDELL,NC,27591-9072,(919) 365-7711,1991-05-02T04:00:00Z,Restaurant,12461,-78.41589501,35.79771589,M
1926574,04092010018,Angus Barn,9401 Glenwood AVE ,,RALEIGH,NC,27628,(919) 781-2444,1991-05-03T04:00:00Z,Restaurant,12462,-78.76417685,35.89836822,M
1926575,04092110126,Middle Creek High School Cafeteria,123 Middle Creek Park Ave ,,CARY,NC,27539,(919) 773-3842,2001-08-02T04:00:00Z,Public School Lunchrooms,12377,-78.75884679,35.66889216,M
1926576,04092300272,RTP SABZI MANDI MEAT MARKET,1004-100 LOWER SHILOH WAY ,,MORRISVILLE,NC,27560,(919) 342-7171,2016-07-22T04:00:00Z,Meat Market,12423,-78.84631238,35.86492298,M
1926577,04092013453,Goji Bistro,100 Maynard Crossing Ct,,CARY,NC,27513,(919) 466-8888,2001-12-03T05:00:00Z,Restaurant,12470,-78.81059568,35.78672957,M
1926578,04092021938,CIRCLE K #3797,302 E WILLIAMS ST ,,APEX,NC,27502,(919) 387-3947,2016-02-24T05:00:00Z,Food Stand,12478,-78.85121029,35.72585566,M
1926579,04092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016-08-22T04:00:00Z,Food Stand,12481,-78.53862938,35.95675315,M
1926580,04092021080,Domino's Pizza #5505,1367 SE Maynard,,CARY,NC,27511,(919) 469-1115,2001-07-12T04:00:00Z,Food Stand,12465,-78.76385241,35.78884053,M
1926581,04092018668,Mario's Pizzeria,999 Durham RD ,Suite 105,WAKE FOREST,NC,27587,(919) 556-1777,2021-07-01T04:00:00Z,Restaurant,12484,-78.54726412,35.97582732,T
1926582,04092021792,Harris Teeter #236 - Deli,7145 O'Kelly Chapel RD ,,CARY,NC,27519,(919) 465-9432,2014-06-06T04:00:00Z,Food Stand,12491,-78.88824644,35.84415135,M
1926583,04092017912,Holiday Inn Express & Suites Food Service,11400  COMMON OAKS DR ,,RALEIGH,NC,27614,(919) 570-5550,2018-08-31T04:00:00Z,Restaurant,12495,-78.54091064,35.95134484,M
1926584,04092014259,Red Hot & Blue,6615 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 846-7427,2005-03-01T05:00:00Z,Restaurant,12506,-78.62444941,35.87396756,M
1926585,04092015493,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD ,,RALEIGH,NC,27617,(919) 361-5370,2009-10-22T04:00:00Z,Restaurant,12497,-78.79299562,35.90013638,M
1926586,04092021807,KABOBI,4325  GLENWOOD AVE ,STE 2054,RALEIGH,NC,27612,(919) 783-0506,2014-08-06T04:00:00Z,Food Stand,12516,-78.68184484,35.84183815,T
1926587,04092017921,Vita Vite Midtown,200-130 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 322-0649,2018-09-06T04:00:00Z,Restaurant,12519,-78.63780803,35.83639953,M
1926588,04092016822,SUBWAY #11874,411 S Main ST ,,ROLESVILLE,NC,27571-9664,(919) 554-3511,2014-12-01T05:00:00Z,Restaurant,12520,-78.46634601,35.91624751,T
1926589,04092017994,Buldaegi BBQ House,2470 Walnut ST ,,CARY,NC,27518,(919) 703-0400,2018-12-07T05:00:00Z,Restaurant,12523,-78.74427315,35.75323584,M
1926590,04092018003,Firehouse Subs #785,7901 FALLS OF NUESE RD ,STE 133,RALEIGH,NC,27615,(919) 656-7392,2018-12-19T05:00:00Z,Restaurant,12545,-78.62784692,35.89352061,M
1926591,04092025335,Boss of Vegan @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,(252) 331-9292,2020-12-21T05:00:00Z,Food Stand,12547,-78.56954783,35.79505367,M
1926592,04092013423,John Deere Cafe,2000 EVANS RD,,CARY,NC,27513-2008,(919) 804-2509,2001-10-03T04:00:00Z,Restaurant,12557,-78.80087083,35.82273916,M
1926593,04092021966,SPEEDWAY #8291,100 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 557-9480,2016-05-19T04:00:00Z,Food Stand,12524,-78.80112909,35.59923488,M
1926594,04092016900,BRIXX 700,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 923-4731,2015-03-30T04:00:00Z,Restaurant,12585,-78.88929435,35.84836238,M
1926595,04092021751,HARRIS TEETER #395 MEAT MARKET/SEAFOOD,1432 BROGDEN WOODS  DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013-08-19T04:00:00Z,Food Stand,12586,-78.69147726,35.99120973,M
1926596,04092013481,McDonald's #26522,5016-101 Spring Forest Rd,,RALEIGH,NC,27616,(919) 954-8880,2001-12-20T05:00:00Z,Restaurant,12560,-78.55692582,35.85595131,M
1926597,04092025175,Harris Teeter #90 Starbucks,13210 Strickland RD ,,RALEIGH,NC,27613,(919) 676-3534,2018-05-07T04:00:00Z,Food Stand,12603,-78.72593809,35.90878313,M
1926598,04092025383,Reynolds Coliseum #1,2411 DUNN AVE ,,RALEIGH,NC,27695,(919) 730-5187,2021-08-20T04:00:00Z,Food Stand,12605,-78.67872874,35.78448278,M
1926599,04092018494,Bar Louie,8401 BRIER CREEK PKY ,,RALEIGH,NC,27617,(864) 535-6500,2020-12-08T05:00:00Z,Restaurant,12611,-78.78506033,35.90721817,M
1926600,04092013496,Starbucks #8495,9630-101 FALLS OF NEUSE RD,,RALEIGH,NC,27615-2472,(919) 847-1363,2002-01-14T05:00:00Z,Restaurant,12563,-78.60240848,35.90512634,M
1926601,04092013725,Milano's Pizza,7509 Purfoy RD ,,FUQUAY VARINA,NC,27526,(919) 557-6093,2002-11-25T05:00:00Z,Restaurant,12617,-78.77314692,35.59150607,M
1926602,04092016033,SEAN'S SHACK,2840 E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 872-6669,2011-10-19T04:00:00Z,Restaurant,12641,-78.58383444,35.84907372,M
1926603,04092014075,Buffalo Brothers,3111 Capital Blv,,RALEIGH,NC,27604,(919) 878-4800,2004-06-18T04:00:00Z,Restaurant,12657,-78.59044451,35.82314532,M
1926604,04092016947,SOPRANO'S GRILL,1030-101 N ROGERS LN ,,RALEIGH,NC,27610,(919) 878-8848,2015-06-05T04:00:00Z,Restaurant,12612,-78.54967347,35.79198567,M
1926605,04092018113,Hickory Tavern,3201 VILLAGE MARKET PL,,MORRISVILLE,NC,27560,(919) 468-3808,2019-06-12T04:00:00Z,Restaurant,12662,-78.81800343,35.80772157,M
1926606,04092110519,RIVER BEND MIDDLE SCHOOL CAFETERIA,6620 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 694-8690 ext. 27458,2017-06-23T04:00:00Z,Public School Lunchrooms,12665,-78.53657402,35.86167703,M
1926607,04092018160,Dunkin' #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,NC,27587,(919) 556-9007,2019-08-27T04:00:00Z,Restaurant,12670,-78.54726412,35.97582732,T
1926608,04092017960,THE PICKLED ONION,8511 CANTILEVER WAY ,STE 105,RALEIGH,NC,27613,(919) 977-0031,2018-10-18T04:00:00Z,Restaurant,12672,-78.73779144,35.88567273,M
1926609,04092017618,CORTEZ SEAFOOD AND COCKTAILS,413-100 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 342-8227,2017-05-22T04:00:00Z,Restaurant,12674,-78.64740203,35.78533541,M
1926610,04092030498,Momma's Soul Food (WCID #789),5805 Poole Rd,Open Lot with Gravel Driveway,RALEIGH,NC,27610,(919) 995-6049,2020-10-02T04:00:00Z,Mobile Food Units,12688,-78.54387871,35.75739935,M
1926611,04092025356,Campus Mart & Deli,2604 HILLSBOROUGH ST,Suite 101,RALEIGH,NC,27607-7281,(919) 322-1884,2021-04-16T04:00:00Z,Food Stand,12694,-78.6701207,35.78854261,M
1926612,04092018580,Wendy's,8000 Pooler RD ,,RALEIGH,NC,27617,(919) 293-1814,2021-03-23T04:00:00Z,Restaurant,12687,-78.78423163,35.91169976,M
1926613,04092014511,New Japan Express,225 Shenstone BLVD,,GARNER,NC,27529,(919) 771-0708,2006-02-17T05:00:00Z,Restaurant,12698,-78.58054205,35.69110315,M
1926614,04092015276,SALEM STREET PUB,113 N SALEM ST ,,APEX,NC,27502,(919) 387-9992,2008-10-31T04:00:00Z,Restaurant,12705,-78.85154922,35.73118477,T
1926615,04092021112,WalMart Deli,1051 E BROAD ST ,,FUQUAY VARINA,NC,27526-1799,(919) 567-2350,2002-03-19T04:00:00Z,Food Stand,12711,-78.78149947,35.59449432,M
1926616,04092018207,NAFKOT ETHIOPIAN RESTAURANT,2109-146 AVENT FERRY RD ,,RALEIGH,NC,27606-2198,(919) 886-8815,2019-10-28T04:00:00Z,Restaurant,12691,-78.67658538,35.77936846,M
1926617,04092110129,Moore Square Magnet Middle School,301 S PERSON ST,,RALEIGH,NC,27601-1821,(919) 664-5737 ext. 26635,2002-07-08T04:00:00Z,Public School Lunchrooms,12716,-78.6342447,35.77609748,M
1926618,04092021134,Lowes Foods #187 Produce,12524 Capital Blv,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002-08-09T04:00:00Z,Food Stand,12726,-78.53270438,35.98593613,M
1926619,04092014354,Sheetz #371,5200 New bern AVE ,,RALEIGH,NC,27610,(919) 212-2506,2005-07-20T04:00:00Z,Restaurant,12729,-78.54858725,35.79321013,M
1926620,04092017831,DUNKIN' #350292,1501 WERRINGTON  DR ,,HOLLY SPRINGS,NC,27540,(919) 285-0958,2018-04-25T04:00:00Z,Restaurant,12752,-78.83014198,35.63738585,M
1926621,04092013513,Mitchells Catering,1732 Capital BLVD ,,RALEIGH,NC,27604-1362,(919) 847-0135,2002-01-24T05:00:00Z,Restaurant,12757,-78.61946829,35.80200303,M
1926622,04092018661,Woody's Sports Tavern & GRill,3107 Grace Park DR ,,MORRISVILLE,NC,27560,(373) 650-3177,2021-06-25T04:00:00Z,Restaurant,12763,-78.84652326,35.82111262,M
1926623,04092110016,Leadmine Elementary Cafeteria,8301 OLD LEAD MINE RD ,,RALEIGH,NC,27615-2930,(919) 870-4120 ext. 21182,1991-09-17T04:00:00Z,Public School Lunchrooms,12777,-78.65713584,35.89159018,M
1926624,04092110020,Joyner Elementary Cafeteria,2300 LOWDEN ST ,,RALEIGH,NC,27608-0707,(919) 856-7650 ext. 21606,1991-09-17T04:00:00Z,Public School Lunchrooms,12778,-78.63298429,35.81521046,M
1926625,04092016464,SUBWAY #57792,2736 NC HWY 55 ,,CARY,NC,27519,(919) 521-8541,2013-07-16T04:00:00Z,Restaurant,12737,-78.87103723,35.78548764,M
1926626,04092014942,Centro,106 S Wilmington ST ,,RALEIGH,NC,27601,(919) 835-3593,2007-09-10T04:00:00Z,Restaurant,12780,-78.63844527,35.77926874,M
1926627,04092021127,Papa John's,3591 MAITLAND DR ,Suite 5,RALEIGH,NC,27610-1239,(919) 250-0101,2002-06-11T04:00:00Z,Food Stand,12795,-78.58046526,35.79725239,M
1926628,04092110133,Ballentine Elem. Sch. Cafeteria,1651 N McLaurin Ln,,FUQUAY VARINA,NC,27526,(919) 557-1120 ext. 20940,2002-08-06T04:00:00Z,Public School Lunchrooms,12798,-78.7724712,35.6135987,M
1926629,04092013794,Subway #1880,3225 Avent Ferry Rd ,,RALEIGH,NC,27606,(919) 859-2121,2003-05-23T04:00:00Z,Restaurant,12807,-78.69565606,35.76673883,M
1926630,04092014128,Target #1892 Cafe & Starbucks,4191 The Circle at North Hills ST ,,RALEIGH,NC,27609,(919) 781-9848,2004-09-01T04:00:00Z,Restaurant,12817,-78.64231303,35.83635088,M
1926631,04092014137,Julians Intl. Restaurant and Deli,2215 New Hope Church RD ,,RALEIGH,NC,27601,(919) 850-2400,2004-09-22T04:00:00Z,Restaurant,12819,-78.60062749,35.83624718,M
1926632,04092110151,Wake Forest Elem. Sch. Cafeteria,136 W Sycamore St ,,WAKE FOREST,NC,27587,(919) 554-8671,2004-08-25T04:00:00Z,Public School Lunchrooms,12814,-78.51487548,35.97616116,M
1926633,04092025367,Pizza Hut #37654,5416 ROCK QUARRY RD,Suite G,RALEIGH,NC,27610,(919) 851-0200,2021-06-24T04:00:00Z,Food Stand,12823,-78.56009996,35.73196045,M
1926634,04092300171,Food Lion #40 Meat Market ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000-07-01T04:00:00Z,Meat Market,12830,-78.78312573,35.77217563,M
