OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
576996,5a1766d2-ca69-4235-8aca-570ff9a88854,2020-04-29T04:00:38.199Z,RaleighGIS,2020-04-29T04:00:38.199Z,RaleighGIS,P20020463,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,2800 BLOCK ISABELLA DR,RALEIGH,RALEIGH,Southwest,2020-04-28T14:22:00Z,2020,4,28,10,Tuesday,35.7485333120001,-78.687921574,RPD,2020-04-28T16:55:13.397Z
577132,ba061876-e0e6-4bec-bc1d-9df659879306,2020-04-29T04:00:38.199Z,RaleighGIS,2020-04-29T04:00:38.199Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2020-04-28T05:04:00Z,2020,4,28,1,Tuesday,0.0,0.0,RPD,2020-04-28T14:10:16.407Z
577164,b26f4189-dbdb-402b-b619-9c5faac937dd,2020-04-29T04:00:38.199Z,RaleighGIS,2020-04-29T04:00:38.199Z,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,North,2020-04-28T10:58:00Z,2020,4,28,6,Tuesday,0.0,0.0,RPD,2020-04-28T20:47:13.483Z
577182,aa22460b-6030-4d9b-a66a-4d31c3b6705f,2020-04-29T04:00:38.199Z,RaleighGIS,2020-04-29T04:00:38.199Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northeast,2020-04-28T14:25:00Z,2020,4,28,10,Tuesday,0.0,0.0,RPD,2020-04-28T20:47:18.993Z
577202,08421114-ec41-46c4-83ba-03fb76ba33e1,2020-04-29T04:00:38.199Z,RaleighGIS,2020-04-29T04:00:38.199Z,RaleighGIS,,MISCELLANEOUS,81G,Miscellaneous/Missing Person (17 & under),,,,RALEIGH,Northeast,2020-04-28T10:22:00Z,2020,4,28,6,Tuesday,0.0,0.0,RPD,2020-04-28T20:47:07.947Z
577571,395d1272-35f6-4cb0-a78e-be51f1add3f6,2020-05-02T04:00:59.735Z,RaleighGIS,2020-05-02T04:00:59.735Z,RaleighGIS,P20020946,VANDALISM,80B,All Other/Damage to Property (minor),,2900 BLOCK BRENTWOOD RD,RALEIGH,RALEIGH,North,2020-05-01T13:54:00Z,2020,5,1,9,Friday,35.8201712640001,-78.596717239,RPD,2020-05-01T19:40:38.100Z
577613,ba1b77da-fddd-4dfa-90e3-414a1917e963,2020-05-02T04:00:59.735Z,RaleighGIS,2020-05-02T04:00:59.735Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020-05-01T05:01:00Z,2020,5,1,1,Friday,0.0,0.0,RPD,2020-05-01T18:07:33.893Z
578176,db00f7ca-e0ae-492f-94ea-9e9900f729a5,2020-05-07T04:00:48.482Z,RaleighGIS,2020-05-07T04:00:48.482Z,RaleighGIS,P20021662,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,5500 BLOCK WOOD POND CT,RALEIGH,RALEIGH,Southeast,2020-05-06T06:18:00Z,2020,5,6,2,Wednesday,35.7564351,-78.547229994,RPD,2020-05-06T18:13:54Z
578195,901d4ef7-9f7c-451c-94dd-5ff9479f9012,2020-05-07T04:00:48.482Z,RaleighGIS,2020-05-07T04:00:48.482Z,RaleighGIS,P20021683,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3200 BLOCK LA COSTA WAY,RALEIGH,RALEIGH,Southeast,2020-05-06T13:30:00Z,2020,5,6,9,Wednesday,35.724506864,-78.530229863,RPD,2020-05-06T20:57:28.193Z
578198,2df96100-c966-4445-b3c3-9838d6b19448,2020-05-07T04:00:48.482Z,RaleighGIS,2020-05-07T04:00:48.482Z,RaleighGIS,P20021690,VANDALISM,80B,All Other/Damage to Property (minor),,3900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020-05-06T13:57:00Z,2020,5,6,9,Wednesday,35.83463685,-78.582898415,RPD,2020-05-06T20:03:48.769Z
578247,4b6504bc-106e-4fe5-9568-730261d7a1e6,2020-05-07T04:00:48.482Z,RaleighGIS,2020-05-07T04:00:48.482Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020-05-06T04:54:00Z,2020,5,6,0,Wednesday,0.0,0.0,RPD,2020-05-06T18:13:24.369Z
578251,df3857fa-0c27-467b-87e4-7a4365be1b47,2020-05-07T04:00:48.482Z,RaleighGIS,2020-05-07T04:00:48.482Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020-05-06T13:12:00Z,2020,5,6,9,Wednesday,0.0,0.0,RPD,2020-05-06T20:03:57.133Z
578261,a50e55ad-6496-4373-988b-f6ee01113119,2020-05-07T04:00:48.482Z,RaleighGIS,2020-05-07T04:00:48.482Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-05-06T04:26:00Z,2020,5,6,0,Wednesday,0.0,0.0,RPD,2020-05-06T18:13:01.527Z
578313,3ef1ffb0-fb1b-4d23-b221-f0f13f4f6d80,2020-05-08T04:00:42.812Z,RaleighGIS,2020-05-08T04:00:42.812Z,RaleighGIS,P20021909,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3200 BLOCK CALUMET DR,RALEIGH,RALEIGH,Southeast,2020-05-07T21:11:00Z,2020,5,7,17,Thursday,35.7886048020001,-78.581135494,RPD,2020-05-08T01:07:36.767Z
578320,c9a6fca2-ad54-4a88-9000-5976922ba66c,2020-05-08T04:00:42.812Z,RaleighGIS,2020-05-08T04:00:42.812Z,RaleighGIS,P20021941,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,5200 BLOCK FALLS OF NEUSE RD,RALEIGH,RALEIGH,North,2020-05-08T00:34:00Z,2020,5,7,20,Thursday,35.853022465,-78.614573446,RPD,2020-05-08T03:53:39.080Z
578615,428bfc77-2feb-42d1-9caa-8ffee7ff0a45,2020-05-11T04:00:46.668Z,RaleighGIS,2020-05-11T04:00:46.668Z,RaleighGIS,P20022279,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2100 BLOCK OWLS HOUSE LN,RALEIGH,RALEIGH,Southwest,2020-05-10T16:57:00Z,2020,5,10,12,Sunday,35.750046825,-78.665520349,RPD,2020-05-10T23:03:22.033Z
578673,c8c9d1df-001f-4c41-ad5e-7c8b6486f50e,2020-05-11T04:00:46.668Z,RaleighGIS,2020-05-11T04:00:46.668Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,North,2020-05-10T17:23:00Z,2020,5,10,13,Sunday,0.0,0.0,RPD,2020-05-10T19:35:00.423Z
578675,30d9b61e-78ec-45a5-b8fb-8d7324c2d591,2020-05-11T04:00:46.668Z,RaleighGIS,2020-05-11T04:00:46.668Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020-05-10T04:28:00Z,2020,5,10,0,Sunday,0.0,0.0,RPD,2020-05-10T07:35:18.357Z
578680,b96b7189-0822-43e8-805c-942bc0f81306,2020-05-11T04:00:46.668Z,RaleighGIS,2020-05-11T04:00:46.668Z,RaleighGIS,,MISCELLANEOUS,81J,Miscellaneous/Overdose,,,,RALEIGH,Northwest,2020-05-10T18:33:00Z,2020,5,10,14,Sunday,0.0,0.0,RPD,2020-05-10T22:03:39.400Z
578759,840046d4-512a-4881-bb3e-cfab61162308,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022365,DRUG VIOLATIONS,54Z,Drug Equipment/Paraphernalia,CRIMES AGAINST SOCIETY,GLENWOOD AVE  &  HOLLYRIDGE DR,RALEIGH,RALEIGH,Northwest,2020-05-11T05:19:00Z,2020,5,11,1,Monday,35.854394535,-78.700568462,RPD,2020-05-11T13:02:22.557Z
578760,09e5d3c6-9bbe-4327-9155-77566719cf49,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022365,DRUGS,54C,Drug Violation/Felony,CRIMES AGAINST SOCIETY,GLENWOOD AVE  &  HOLLYRIDGE DR,RALEIGH,RALEIGH,Northwest,2020-05-11T05:19:00Z,2020,5,11,1,Monday,35.854394535,-78.700568462,RPD,2020-05-11T13:02:22.557Z
578761,66448e5c-124f-4bf8-b3f6-10ba3cff10e9,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022365,FRAUD,55A,Counterfeiting/Forgery,CRIMES AGAINST PROPERTY,GLENWOOD AVE  &  HOLLYRIDGE DR,RALEIGH,RALEIGH,Northwest,2020-05-11T05:19:00Z,2020,5,11,1,Monday,35.854394535,-78.700568462,RPD,2020-05-11T13:02:22.557Z
578762,4bd1908c-1f73-4069-9e6b-c4d9be0988f7,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022366,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,1100 BLOCK KENT RD,RALEIGH,RALEIGH,Southwest,2020-05-11T05:52:00Z,2020,5,11,1,Monday,35.7833246800001,-78.693818022,RPD,2020-05-11T18:06:36.790Z
578763,44439eff-c996-43f1-bee6-af71c099aafe,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022368,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2400 BLOCK SWANS REST WAY,RALEIGH,RALEIGH,Southwest,2020-05-11T05:23:00Z,2020,5,11,1,Monday,35.7479185710001,-78.728357532,RPD,2020-05-11T10:17:21.247Z
578768,79a558e4-7e06-4e09-bfa2-990c61f69696,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022375,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,1800 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020-05-11T09:04:00Z,2020,5,11,5,Monday,35.779795549,-78.612800649,RPD,2020-05-11T13:21:17.117Z
578769,5d4e461e-3bbf-486a-bf8e-4e44e6e9c4e7,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022375,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1800 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020-05-11T09:04:00Z,2020,5,11,5,Monday,35.779795549,-78.612800649,RPD,2020-05-11T13:21:17.117Z
578771,f29992fe-1cc5-46b3-9694-be85c37f4f26,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022377,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,100 BLOCK PROSPECT AVE,RALEIGH,RALEIGH,Downtown,2020-05-11T10:16:00Z,2020,5,11,6,Monday,35.762883828,-78.6460572509999,RPD,2020-05-12T02:18:25.077Z
578772,3b775054-9db4-4579-9d96-e4303ff20225,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022378,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3800 BLOCK BONNEVILLE CT,RALEIGH,RALEIGH,North,2020-05-11T10:42:00Z,2020,5,11,6,Monday,35.835803383,-78.596810407,RPD,2020-05-12T02:06:24.327Z
578773,331500ed-2d58-4c7e-8a4f-39c28990cd10,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022379,VANDALISM,80B,All Other/Damage to Property (minor),,4100 BLOCK TRISTONE FALLS AVE,RALEIGH,RALEIGH,Northeast,2020-05-11T11:09:00Z,2020,5,11,7,Monday,35.8606681790001,-78.568997135,RPD,2020-05-12T02:06:29.787Z
578774,91e4f8f5-7aed-4095-8b4b-f533966162ef,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022380,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,900 BLOCK NAVAHO DR,RALEIGH,RALEIGH,North,2020-05-11T10:44:00Z,2020,5,11,6,Monday,35.828453923,-78.62452554,RPD,2020-05-12T02:07:30.520Z
578775,a093c7c4-4b9b-4c54-91fa-7077398f692f,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022384,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,2500 BLOCK GORMAN ST,RALEIGH,RALEIGH,Southwest,2020-05-11T12:07:00Z,2020,5,11,8,Monday,35.75725536,-78.699899236,RPD,2020-05-11T13:58:09.757Z
578776,b9b43552-d208-42ae-b590-73e7ace335c9,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022385,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,800 BLOCK NAVAHO DR,RALEIGH,RALEIGH,North,2020-05-11T10:44:00Z,2020,5,11,6,Monday,35.8292886290001,-78.6260028629999,RPD,2020-05-12T02:07:44.403Z
578777,c9a332f4-3e4e-4712-b069-88a3f29c3602,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022386,HUMANE,82J,Humane/Chemical Deployment,,2200 BLOCK W CHARLOTTE CT,RALEIGH,RALEIGH,Northwest,2020-05-11T12:39:00Z,2020,5,11,8,Monday,35.8124315690001,-78.694892862,RPD,2020-05-12T01:17:22.583Z
578781,d425e860-312d-4f16-b199-9fa885f37344,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022389,ALL OTHER OFFENSES,80D,All Other/Trespassing,,8100 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2020-05-11T12:32:00Z,2020,5,11,8,Monday,35.873541366,-78.727828199,RPD,2020-05-12T02:08:09.333Z
578785,4626dd76-f90d-45b5-9619-eb03b84371b0,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022395,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3300 BLOCK MILL RUN,RALEIGH,RALEIGH,Northwest,2020-05-11T12:02:00Z,2020,5,11,8,Monday,35.825981165,-78.712193239,RPD,2020-05-12T02:21:59.030Z
578786,e73e60b0-e607-4008-8e7a-fa8bd8f0c1a7,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022397,VANDALISM,80B,All Other/Damage to Property (minor),,400 BLOCK N WEST ST,RALEIGH,RALEIGH,Downtown,2020-05-11T13:54:00Z,2020,5,11,9,Monday,35.7849555440001,-78.645714644,RPD,2020-05-12T02:27:24.700Z
578787,2ace5e7f-097e-44e1-bfbe-42a35deae860,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022398,VANDALISM,80B,All Other/Damage to Property (minor),,3800 BLOCK BUFFALOE RD,RALEIGH,RALEIGH,Northeast,2020-05-11T13:36:00Z,2020,5,11,9,Monday,35.8305123060001,-78.5728951409999,RPD,2020-05-12T02:08:55.660Z
578788,6e8282a0-c6ea-4c78-bb67-9b6c083670d1,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022401,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,500 BLOCK BRIDLE RIDGE LN,RALEIGH,RALEIGH,North,2020-05-11T13:58:00Z,2020,5,11,9,Monday,35.869312773,-78.643483713,RPD,2020-05-12T02:09:02.317Z
578790,20d6f14b-5961-4106-b20b-b466143f3dce,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022407,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,1000 BLOCK AUSTON GROVE DR,RALEIGH,RALEIGH,Southeast,2020-05-11T14:17:00Z,2020,5,11,10,Monday,35.790977975,-78.546570652,RPD,2020-05-12T01:53:39.009Z
578796,12ae651e-dff4-41bf-9e9b-0aa6b81c328c,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022417,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,4300 BLOCK LAKE RIDGE DR,RALEIGH,RALEIGH,North,2020-05-11T15:15:00Z,2020,5,11,11,Monday,35.8398692390001,-78.582820549,RPD,2020-05-12T02:09:07.607Z
578799,0adeff17-3bf6-4266-8ecb-117cba9543fd,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022432,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3200 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020-05-11T17:17:00Z,2020,5,11,13,Monday,35.826507866,-78.620808359,RPD,2020-05-12T02:09:14.169Z
578803,208a0e33-3619-4aaa-a1aa-d5ef8a7cf51f,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022442,MV THEFT,40A,Motor Vehicle Theft,CRIMES AGAINST PROPERTY,5900 BLOCK WOLF GLEN CT,RALEIGH,RALEIGH,Southwest,2020-05-11T18:14:00Z,2020,5,11,14,Monday,35.7826216620001,-78.73162347,RPD,2020-05-12T02:42:07.257Z
578808,ecd81e84-bf82-456c-8f3c-3e6f68044837,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022458,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3500 BLOCK YONKERS RD,RALEIGH,RALEIGH,Southeast,2020-05-11T17:42:00Z,2020,5,11,13,Monday,35.796978032,-78.5868971369999,RPD,2020-05-12T02:45:29.260Z
578815,fa5b50dd-6ef3-4102-956c-8f6c35b98dcc,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,ASSAULT,25N,Child Abuse/Simple,CRIMES AGAINST PERSONS,,,RALEIGH,Northeast,2020-05-11T17:37:00Z,2020,5,11,13,Monday,0.0,0.0,RPD,2020-05-12T02:08:08.220Z
578818,f8de3a3f-d2bf-40a9-90da-dd1dc98c5a69,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020-05-11T15:41:00Z,2020,5,11,11,Monday,0.0,0.0,RPD,2020-05-12T02:18:23.317Z
578830,56989e7a-c621-4880-a243-44a4369e143f,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-05-11T12:47:00Z,2020,5,11,8,Monday,0.0,0.0,RPD,2020-05-11T20:30:53.007Z
578832,43c1b7bb-8f28-4b90-9af3-883318627003,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-05-11T15:41:00Z,2020,5,11,11,Monday,0.0,0.0,RPD,2020-05-12T01:20:52.063Z
578833,ffaf817a-6dfd-4bfa-81c8-c729bd7e8ce1,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-05-11T17:15:00Z,2020,5,11,13,Monday,0.0,0.0,RPD,2020-05-12T01:53:30.407Z
578835,ba1142c0-6b4d-4016-9696-be21cca268cc,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-05-11T18:28:00Z,2020,5,11,14,Monday,0.0,0.0,RPD,2020-05-12T02:29:19.203Z
578837,9df7333d-c479-4209-a218-f25dce3b710c,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-05-11T19:29:00Z,2020,5,11,15,Monday,0.0,0.0,RPD,2020-05-12T02:46:20.780Z
578842,b88c76e4-f92e-4ea6-aff9-538243afd4dc,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-05-11T05:50:00Z,2020,5,11,1,Monday,0.0,0.0,RPD,2020-05-11T18:16:59.977Z
578843,85afee6c-3cde-4005-ba2b-9d34921c307e,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-05-11T12:49:00Z,2020,5,11,8,Monday,0.0,0.0,RPD,2020-05-12T02:41:31.503Z
578845,b8950566-c148-480b-aa5a-8b823089520d,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Northwest,2020-05-11T16:30:00Z,2020,5,11,12,Monday,0.0,0.0,RPD,2020-05-12T02:06:57.487Z
578846,b0557c89-1963-4922-92aa-a0f0a20e3947,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Southeast,2020-05-11T12:04:00Z,2020,5,11,8,Monday,0.0,0.0,RPD,2020-05-12T00:51:54.177Z
578849,b99adce3-3349-4797-8110-948c3d24213b,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,North,2020-05-11T17:13:00Z,2020,5,11,13,Monday,0.0,0.0,RPD,2020-05-12T02:25:58.950Z
578853,1bc79a68-f73f-40ca-8c98-a5dbb4e77652,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,North,2020-05-11T14:47:00Z,2020,5,11,10,Monday,0.0,0.0,RPD,2020-05-12T01:53:29.329Z
578855,dea46aaf-82e1-47b0-a496-a31a84335f7f,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020-05-11T19:03:00Z,2020,5,11,15,Monday,0.0,0.0,RPD,2020-05-12T02:37:01.123Z
578857,741c5b4f-86e9-4fc8-951c-87ea2aebc8be,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southwest,2020-05-11T14:51:00Z,2020,5,11,10,Monday,0.0,0.0,RPD,2020-05-12T01:19:08.763Z
578860,d5eb0c94-7ca4-4574-866d-17cfac5d1643,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,,MISCELLANEOUS,81J,Miscellaneous/Overdose,,,,RALEIGH,Northeast,2020-05-11T18:30:00Z,2020,5,11,14,Monday,0.0,0.0,RPD,2020-05-12T02:37:31.933Z
578868,bd79b21b-44be-4954-b24d-a7fbdc41bc85,2020-05-12T04:00:46.426Z,RaleighGIS,2020-05-12T04:00:46.426Z,RaleighGIS,P20022454,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,400 BLOCK ROYAL ST,WAKE COUNTY,RALEIGH,Southwest,2020-05-11T18:18:00Z,2020,5,11,14,Monday,0.0,0.0,RPD,2020-05-12T02:23:52.633Z
578953,4170d6eb-acb0-4d36-819f-2231807df273,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022685,VANDALISM,80B,All Other/Damage to Property (minor),,1200 BLOCK PENDER ST,RALEIGH,RALEIGH,Southeast,2020-05-13T04:36:00Z,2020,5,13,0,Wednesday,35.78254894,-78.619630763,RPD,2020-05-13T19:39:52Z
578958,9b2e3a49-67ef-42ae-ad8c-e57924f0b822,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022693,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,5500 BLOCK HAMSTEAD CRSG,RALEIGH,RALEIGH,Northwest,2020-05-13T07:41:00Z,2020,5,13,3,Wednesday,35.8543222390001,-78.710122293,RPD,2020-05-13T21:09:04.397Z
578961,9892dec6-206e-41a5-8f9e-5aee22aee502,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022697,VANDALISM,80B,All Other/Damage to Property (minor),,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020-05-13T07:39:00Z,2020,5,13,3,Wednesday,35.7989603030001,-78.5690585519999,RPD,2020-05-13T15:41:47.649Z
578964,7f8c7b87-13e5-492c-87f9-78f696ca41b0,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022700,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3400 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020-05-13T09:50:00Z,2020,5,13,5,Wednesday,35.829158718,-78.6194602749999,RPD,2020-05-14T00:24:23.617Z
578965,9cd9cdcc-96ed-47ba-aae9-1d87f3efe500,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022702,HUMANE,82J,Humane/Chemical Deployment,,N RADNER WAY  &  NEW LEESVILLE BLVD,RALEIGH,RALEIGH,Northwest,2020-05-13T10:53:00Z,2020,5,13,6,Wednesday,35.9223709120001,-78.744885769,RPD,2020-05-13T13:05:55.707Z
578974,d5c7155f-41f8-4688-a6bd-80a004c49e56,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022720,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,3400 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020-05-13T15:45:00Z,2020,5,13,11,Wednesday,35.8261572490001,-78.586349764,RPD,2020-05-13T21:32:19.597Z
578982,3ee60d29-e2e6-40fe-a444-a8b334dc2bb2,2020-05-14T04:01:00.175Z,RaleighGIS,2020-05-14T04:01:00.175Z,RaleighGIS,P20022736,VANDALISM,80B,All Other/Damage to Property (minor),,3300 BLOCK JUPITER ST,RALEIGH,RALEIGH,Northeast,2020-05-13T15:21:00Z,2020,5,13,11,Wednesday,35.824027372,-78.578080261,RPD,2020-05-13T21:30:35.340Z
