,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
1034,1893235,4092012930,PTA Of Wake Forest,12277 CAPITAL BLVD ,WAKE FOREST,27587-6200,19195541400,1999-05-17,11404,-78.54097555,35.98087356,M,Y5MDF3H5nInTEig-yUvtWg,pta-pizza-and-hoagie-wake-forest,PTA Pizza & Hoagie,https://s3-media0.fl.yelpcdn.com/bphoto/RCVWt7mzrhgjObQIVQelUw/o.jpg,False,https://www.yelp.com/biz/pta-pizza-and-hoagie-wake-forest?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,30,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 35.9820037, 'longitude': -78.5390279}","['pickup', 'delivery']",$,"{'address1': '12277 Capital Blvd', 'address2': '', 'address3': '', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['12277 Capital Blvd', 'Wake Forest, NC 27587']}",19195541400,(919) 554-1400
1035,1893236,4092014757,Arby's #7814,2601 Wake Forest RD ,RALEIGH,27609,19198326885,2007-01-08,11425,-78.62513234,35.81840468,M,V04R4y9m5tbdeMF8VyXg4A,arbys-raleigh-6,Arby's,https://s3-media0.fl.yelpcdn.com/bphoto/cxpbFnJWrm4vAHlCa1i5Nw/o.jpg,False,https://www.yelp.com/biz/arbys-raleigh-6?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,17,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 35.8184051513672, 'longitude': -78.625129699707}","['pickup', 'delivery']",$,"{'address1': '2601 Wake Forest Rd', 'address2': None, 'address3': None, 'city': 'Raleigh', 'zip_code': '27609', 'country': 'US', 'state': 'NC', 'display_address': ['2601 Wake Forest Rd', 'Raleigh, NC 27609']}",19198326885,(919) 832-6885
1036,1893237,4092017700,Fairfield Inn &  Suites Kitchen,6408 Capital BLVD ,RALEIGH,27616,19198781120,2017-10-19,11430,-78.57841709,35.87180791,M,FhiDP_4Vf5tfVe0zH-Qz8w,fairfield-inn-and-suites-marriott-raleigh,Fairfield Inn And Suites - Marriott,https://s3-media0.fl.yelpcdn.com/bphoto/ca8LrxcNtU8zuzM6L2U55A/o.jpg,False,https://www.yelp.com/biz/fairfield-inn-and-suites-marriott-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,10,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'latitude': 35.871808, 'longitude': -78.578417}",[],,"{'address1': '6408 Capital Blvd', 'address2': '', 'address3': None, 'city': 'Raleigh', 'zip_code': '27616', 'country': 'US', 'state': 'NC', 'display_address': ['6408 Capital Blvd', 'Raleigh, NC 27616']}",19198781120,(919) 878-1120
1037,1893239,4092018048,Sheetz #664,6030 Village Park DR ,KNIGHTDALE,27545,19192954217,2019-02-04,11436,-78.50003382,35.79758228,M,Y8a1bT2AKiCNwHdb1UdF2A,sheetz-knightdale-2,Sheetz,,False,https://www.yelp.com/biz/sheetz-knightdale-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,1,"[{'alias': 'servicestations', 'title': 'Gas Stations'}]",1.0,"{'latitude': 35.797548, 'longitude': -78.500034}",[],,"{'address1': '6030 Village Park Dr', 'address2': None, 'address3': None, 'city': 'KNIGHTDALE', 'zip_code': '27545', 'country': 'US', 'state': 'NC', 'display_address': ['6030 Village Park Dr', 'KNIGHTDALE, NC 27545']}",19192954217,(919) 295-4217
1038,1893240,4092016464,SUBWAY #57792,2736 NC HWY 55 ,CARY,27519,19195218541,2013-07-16,11374,-78.87103723,35.78548764,M,pkqRlyZE_OXqgEuEI0VYkw,subway-cary-28,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/kMXi9kjoSi_hRgqw_NhfBw/o.jpg,False,https://www.yelp.com/biz/subway-cary-28?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,11,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.0,"{'latitude': 35.78501828016914, 'longitude': -78.86984257273178}","['delivery', 'pickup']",$,"{'address1': '2700 NC Hwy 55', 'address2': 'Ste A', 'address3': 'West Park Place', 'city': 'Cary', 'zip_code': '27519', 'country': 'US', 'state': 'NC', 'display_address': ['2700 NC Hwy 55', 'Ste A', 'West Park Place', 'Cary, NC 27519']}",19195218541,(919) 521-8541
1039,1893241,4092017821,"Hwy. 55 Burgers, Shakes & Fries #185",8450 Louisburg RD ,RALEIGH,27616,19193738807,2018-04-06,11441,-78.50930992,35.89359383,M,G_0oXqSp5ihGOuH8qV-F6g,hwy-55-burgers-shakes-and-fries-raleigh-7,Hwy 55 Burgers Shakes & Fries,https://s3-media0.fl.yelpcdn.com/bphoto/HsJeL-JlgjNWOYvYEW-QHA/o.jpg,False,https://www.yelp.com/biz/hwy-55-burgers-shakes-and-fries-raleigh-7?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,29,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.5,"{'latitude': 35.89323, 'longitude': -78.50929}",[],$,"{'address1': '8440 Louisburg Rd', 'address2': 'Ste 110', 'address3': None, 'city': 'Raleigh', 'zip_code': '27616', 'country': 'US', 'state': 'NC', 'display_address': ['8440 Louisburg Rd', 'Ste 110', 'Raleigh, NC 27616']}",19193738807,(919) 373-8807
1041,1893247,4092017980,Four Points Cafe,1200 HURRICANE ALLEY WAY ,RALEIGH,27607,19198540502,2018-11-14,11487,-78.72528751,35.79764554,M,_HIGMaFcNN5Wn1d0vVslRQ,four-points-raleigh-arena-raleigh,Four Points Raleigh Arena,https://s3-media0.fl.yelpcdn.com/bphoto/AznU3wb5XhLeA1m5BRA7kw/o.jpg,False,https://www.yelp.com/biz/four-points-raleigh-arena-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.5,"{'latitude': 35.79795, 'longitude': -78.72541}",[],,"{'address1': '1200 Hurrican Alley Way', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27607', 'country': 'US', 'state': 'NC', 'display_address': ['1200 Hurrican Alley Way', 'Raleigh, NC 27607']}",19198540502,(919) 854-0502
1043,1893248,4092015702,The Starbar,1731 Trawick RD ,RALEIGH,27604,19192313535,2010-08-24,11490,-78.57833828,35.80069157,M,o-AGV2O0yEk8PbFka-zoRw,starbar-raleigh,StarBar,https://s3-media0.fl.yelpcdn.com/bphoto/qwjQ8Ymo9psZlc6WoLHssw/o.jpg,False,https://www.yelp.com/biz/starbar-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,32,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",2.5,"{'latitude': 35.80069, 'longitude': -78.5783299}","['pickup', 'delivery']",$$,"{'address1': '1731 Trawick Rd', 'address2': '', 'address3': None, 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['1731 Trawick Rd', 'Raleigh, NC 27604']}",19192313535,(919) 231-3535
1044,1893249,4092018000,Vegan Community Kitchen,803 E Williams ST ,Apex,27502,19193725027,2018-12-14,11499,-78.84409397,35.72219673,M,rkGJVzi0lKSzAQNS7DnwkQ,vegan-community-kitchen-apex-2,Vegan Community Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/8ktuBkFOE7C-GvjZf4EnPA/o.jpg,False,https://www.yelp.com/biz/vegan-community-kitchen-apex-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,116,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,"{'latitude': 35.722527, 'longitude': -78.844048}","['delivery', 'pickup']",$$,"{'address1': '803 E Williams St', 'address2': None, 'address3': '', 'city': 'Apex', 'zip_code': '27502', 'country': 'US', 'state': 'NC', 'display_address': ['803 E Williams St', 'Apex, NC 27502']}",19193725027,(919) 372-5027
1045,1893250,4092018576,Wendy's #6303,1343 Kildaire Farm RD ,CARY,27511,19194671407,2021-03-24,11526,-78.78290963,35.75983801,M,57aSIZyWaBgt2wnLcV2gEQ,wendys-cary-4,Wendy's,https://s3-media0.fl.yelpcdn.com/bphoto/7pSuNV4Ku9Me0MrHJ8rDVw/o.jpg,False,https://www.yelp.com/biz/wendys-cary-4?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,17,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 35.7598495483398, 'longitude': -78.7829208374023}",['delivery'],$,"{'address1': '1343 Kildaire Farm Rd', 'address2': None, 'address3': None, 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['1343 Kildaire Farm Rd', 'Cary, NC 27511']}",19194671407,(919) 467-1407
1046,1893252,4092017135,GOOD HARVEST,1104 LEDSOME LN ,CARY,27511,19193225558,2016-01-19,11534,-78.74823051,35.76313262,M,BB33j4KOssDMJ_70sCYxJw,east-garden-cary-2,East Garden,https://s3-media0.fl.yelpcdn.com/bphoto/e5bTHA7SCr6EZe_1G_uoGA/o.jpg,True,https://www.yelp.com/biz/east-garden-cary-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,34,"[{'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,"{'latitude': 35.7632857, 'longitude': -78.7478499}",[],$$,"{'address1': '1104 Ledsome Ln', 'address2': 'Ste 105', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['1104 Ledsome Ln', 'Ste 105', 'Cary, NC 27511']}",19193225558,(919) 322-5558
1047,1893253,4092016416,JASMIN MEDITERRANEAN BISTRO,424 E SIX FORKS RD ,RALEIGH,27609,19197433336,2013-04-25,11535,-78.62602299,35.82001805,M,7TU89uO6xZnFgfr8smCamg,jasmin-and-olivz-mediterranean-raleigh-5,Jasmin & Olivz Mediterranean,https://s3-media0.fl.yelpcdn.com/bphoto/NeK-jaoPpo3MT6PV1fqEiQ/o.jpg,False,https://www.yelp.com/biz/jasmin-and-olivz-mediterranean-raleigh-5?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,66,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.0,"{'latitude': 35.8200810604088, 'longitude': -78.626126870513}","['pickup', 'delivery']",$,"{'address1': '424 E Six Forks Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27609', 'country': 'US', 'state': 'NC', 'display_address': ['424 E Six Forks Rd', 'Raleigh, NC 27609']}",19197433336,(919) 743-3336
1048,1893254,4092016417,SUBWAY #57757,2020 HILLSBOROUGH ST ,RALEIGH,27607,19193222015,2013-05-30,11536,-78.66276676,35.78662932,M,BxR-aUzV3F6PIRKCTh6Ubg,subway-raleigh-91,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/vN0CYJ7I-TSTMnnKVmZIaA/o.jpg,False,https://www.yelp.com/biz/subway-raleigh-91?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,11,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.0,"{'latitude': 35.7865828943434, 'longitude': -78.6629734575473}",['delivery'],$,"{'address1': '2020 Hillsborough St', 'address2': 'Ste 101', 'address3': '', 'city': 'Raleigh', 'zip_code': '27607', 'country': 'US', 'state': 'NC', 'display_address': ['2020 Hillsborough St', 'Ste 101', 'Raleigh, NC 27607']}",19193222015,(919) 322-2015
1049,1893257,4092017918,SAMMY'S TAP & GRILL,2235 AVENT FERRY RD ,RALEIGH,27606-2133,19197553880,2018-09-11,11553,-78.67605091,35.77835817,M,ki18kzRvOCpw8tLiQClArg,sammys-tap-and-grill-raleigh,Sammy's Tap & Grill,https://s3-media0.fl.yelpcdn.com/bphoto/xDhs1rLtdqpxkqYREw0djQ/o.jpg,False,https://www.yelp.com/biz/sammys-tap-and-grill-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,196,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.0,"{'latitude': 35.77748, 'longitude': -78.67799}","['delivery', 'pickup']",$$,"{'address1': '2235 Avent Ferry Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27606', 'country': 'US', 'state': 'NC', 'display_address': ['2235 Avent Ferry Rd', 'Raleigh, NC 27606']}",19197553880,(919) 755-3880
1050,1893258,4092012120,Second Empire at Dodd-Hinsdale,330 HILLSBOROUGH ST ,RALEIGH,27603-1726,19198293663,1997-09-05,11578,-78.64468913,35.78102197,M,CpOSh0J9MFJMdWkb7GN2ow,second-empire-restaurant-and-tavern-raleigh,Second Empire Restaurant And Tavern,https://s3-media0.fl.yelpcdn.com/bphoto/G2PBBOi1VPR2Zy1sCZWVCw/o.jpg,False,https://www.yelp.com/biz/second-empire-restaurant-and-tavern-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,530,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 35.780739, 'longitude': -78.644823}",['delivery'],$$$,"{'address1': '330 Hillsborough St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['330 Hillsborough St', 'Raleigh, NC 27603']}",19198293663,(919) 829-3663
1051,1893259,4092016751,LELI'S DINER,3325-109 ROGERS ROAD,WAKE FOREST,27587,19192631377,2014-09-02,11570,-78.51412541,35.95025455,M,_HTrkGndbO77hNqEeUFq0w,lelis-diner-wake-forest-5,Leli's Diner,https://s3-media0.fl.yelpcdn.com/bphoto/Az7hUl4krZu3o48G3ZA7cQ/o.jpg,False,https://www.yelp.com/biz/lelis-diner-wake-forest-5?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,180,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 35.9505307771381, 'longitude': -78.5139709912786}","['delivery', 'pickup']",$$,"{'address1': '3325 Rogers Rd', 'address2': 'Ste 109', 'address3': '', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['3325 Rogers Rd', 'Ste 109', 'Wake Forest, NC 27587']}",19192631377,(919) 263-1377
1052,1893260,4092010556,Piccola Italia,423 WOODBURN RD,RALEIGH,27605-1323,19198336888,1991-03-19,11584,-78.66025735,35.7899673,M,LNLqZGRD5xdbVvfl7QNWKQ,piccola-italia-pizza-and-restaurant-raleigh-2,Piccola Italia Pizza and Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/dpQv9mXRQ3lWEhqHfVQznw/o.jpg,False,https://www.yelp.com/biz/piccola-italia-pizza-and-restaurant-raleigh-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,88,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"{'latitude': 35.7894449999873, 'longitude': -78.6593354334407}",['delivery'],$$,"{'address1': '423 Woodburn Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['423 Woodburn Rd', 'Raleigh, NC 27605']}",19198336888,(919) 833-6888
1053,1893262,4092013454,Torero's Restaurant,4721 Atlantic Ave,RALEIGH,27604,19198739116,2001-11-20,11595,-78.60292943,35.84801871,M,dNgXcjOwdXCW_OzpFkK2Cw,toreros-mexican-restaurant-raleigh,Toreros Mexican Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/UCedt67y2bvVVsWCl8O-aQ/o.jpg,False,https://www.yelp.com/biz/toreros-mexican-restaurant-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,160,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 35.848752843558, 'longitude': -78.602133759373}",['delivery'],$$,"{'address1': '4721 Atlantic Ave', 'address2': 'Ste 101', 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['4721 Atlantic Ave', 'Ste 101', 'Raleigh, NC 27604']}",19198739116,(919) 873-9116
1054,1893263,4092017498,WING STOP #1245,684-A CARY TOWNE BLVD ,CARY,27511,19192340736,2016-12-30,11573,-78.76589162,35.7755899,M,kLj-gezZKi1OgSFlL4fdWg,wingstop-cary,Wingstop,https://s3-media0.fl.yelpcdn.com/bphoto/rWhWXSLe54Cy7UFoxK-dfQ/o.jpg,False,https://www.yelp.com/biz/wingstop-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,56,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,"{'latitude': 35.77523067, 'longitude': -78.76654517}",[],$$,"{'address1': '684A Cary Towne Blvd', 'address2': '', 'address3': None, 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['684A Cary Towne Blvd', 'Cary, NC 27511']}",19192340736,(919) 234-0736
1055,1893264,4092013499,Mellow Mushroom,601 W PEACE ST ,RALEIGH,27605-1519,19198323499,2002-01-28,11598,-78.64756602,35.78827176,M,ChA7aHgZY9EdU1J_pOgpeQ,mellow-mushroom-raleigh-raleigh,Mellow Mushroom - Raleigh,https://s3-media0.fl.yelpcdn.com/bphoto/EgX9U1ltYwndMY9qvORM-A/o.jpg,False,https://www.yelp.com/biz/mellow-mushroom-raleigh-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,317,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 35.78829, 'longitude': -78.64764}","['delivery', 'pickup']",$$,"{'address1': '601 W Peace St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['601 W Peace St', 'Raleigh, NC 27605']}",19198323499,(919) 832-3499
1056,1893266,4092016483,VILLAGE DELI & GRILL LAKE BOONE TRAIL,2500 WYCLIFF RD ,RALEIGH,27607,19198031245,2013-08-06,11608,-78.692995,35.81676997,M,NqXji88o_tA2fzpopxJe6A,village-deli-and-grill-lake-boone-trail-raleigh,Village Deli & Grill - Lake Boone Trail,https://s3-media0.fl.yelpcdn.com/bphoto/qzKfDWcYE5sJi8ZYVmnCxQ/o.jpg,False,https://www.yelp.com/biz/village-deli-and-grill-lake-boone-trail-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,67,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 35.81779, 'longitude': -78.69306}","['delivery', 'pickup']",$$,"{'address1': '2500 Wycliff Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27607', 'country': 'US', 'state': 'NC', 'display_address': ['2500 Wycliff Rd', 'Raleigh, NC 27607']}",19198031245,(919) 803-1245
1057,1893267,4092017994,Buldaegi BBQ House,2470 Walnut ST ,CARY,27518,19197030400,2018-12-07,11611,-78.74427315,35.75323584,M,o43oQtnTh1T5EnEJ9pZ67A,buldaegi-bbq-house-cary-2,Buldaegi BBQ House,https://s3-media0.fl.yelpcdn.com/bphoto/cnaAMtpUaLoEFOk8Gl_p8Q/o.jpg,False,https://www.yelp.com/biz/buldaegi-bbq-house-cary-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,57,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 35.7524135050406, 'longitude': -78.7421044063657}","['pickup', 'delivery']",,"{'address1': '2470 Walnut St', 'address2': '', 'address3': None, 'city': 'Cary', 'zip_code': '27518', 'country': 'US', 'state': 'NC', 'display_address': ['2470 Walnut St', 'Cary, NC 27518']}",19197030400,(919) 703-0400
1058,1893268,4092018135,CHAR-GRILL CARY,3635 SW CARY PKY ,CARY,27513,19194617112,2019-07-11,11621,-78.83800513,35.78180038,M,yK0GO81upr82oMHa5spiIw,char-grill-cary,Char Grill,https://s3-media0.fl.yelpcdn.com/bphoto/L-HAP3gK4i_tdyUxPOVOQA/o.jpg,False,https://www.yelp.com/biz/char-grill-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,62,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,"{'latitude': 35.7816251027419, 'longitude': -78.8382900230878}","['pickup', 'delivery']",$,"{'address1': '3635 SW Cary Pkwy', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27513', 'country': 'US', 'state': 'NC', 'display_address': ['3635 SW Cary Pkwy', 'Cary, NC 27513']}",19194617112,(919) 461-7112
1059,1893269,4092018632,Chick-Fil-A #03376,3770 Lake Boone TRL ,RALEIGH,27607,19197852799,2021-06-01,11626,-78.692995,35.81676997,M,_fU5nmYiA663JKIWnRxPmg,chick-fil-a-raleigh-22,Chick-fil-A,https://s3-media0.fl.yelpcdn.com/bphoto/Xb-aIVUjHq7qSysN3AacNw/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-raleigh-22?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,52,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.5,"{'latitude': 35.816087, 'longitude': -78.692885}",[],$,"{'address1': '3770 Lake Boone Trl', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27607', 'country': 'US', 'state': 'NC', 'display_address': ['3770 Lake Boone Trl', 'Raleigh, NC 27607']}",19197852799,(919) 785-2799
1060,1893272,4092011278,Hardees #1638,403 S Main St ,ROLESVILLE,27571-9664,19195542720,1993-05-07,11650,-78.46490482,35.91816232,M,T1AcR_jaNSkPlByy2K00ZQ,hardees-rolesville,Hardee's,https://s3-media0.fl.yelpcdn.com/bphoto/UrdxC354_HuhKf-Uibrsyg/o.jpg,False,https://www.yelp.com/biz/hardees-rolesville?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,11,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.0,"{'latitude': 35.918142, 'longitude': -78.464887}",['delivery'],$,"{'address1': '403 S Main St', 'address2': '', 'address3': '', 'city': 'Rolesville', 'zip_code': '27571', 'country': 'US', 'state': 'NC', 'display_address': ['403 S Main St', 'Rolesville, NC 27571']}",19195542720,(919) 554-2720
1061,1893274,4092018164,DUNKIN' #347369,8710-100 GLENWOOD AVE ,RALEIGH,27617,19197840050,2019-08-28,11644,-78.74503936,35.88736454,M,qBK2u72zBW0IaNvAQaPr0g,dunkin-raleigh-8,Dunkin',https://s3-media0.fl.yelpcdn.com/bphoto/TH6Sj1zpVy7-noNgBf_yyg/o.jpg,False,https://www.yelp.com/biz/dunkin-raleigh-8?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,30,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 35.887576, 'longitude': -78.74405}",['delivery'],$,"{'address1': '8710 Glenwood Ave', 'address2': 'Ste 101', 'address3': None, 'city': 'Raleigh', 'zip_code': '27617', 'country': 'US', 'state': 'NC', 'display_address': ['8710 Glenwood Ave', 'Ste 101', 'Raleigh, NC 27617']}",19197840050,(919) 784-0050
