name,review_count,rating,price,phone,display_phone,category_title
Kwench Juice Cafe,26,4.5,-1,19198030104,(919) 803-0104,juice bars & smoothies
Tropical Smoothie Cafe,61,3.0,1,19197552222,(919) 755-2222,juice bars & smoothies
Big Al's Bbq,274,3.5,2,19192170653,(919) 217-0653,barbeque
Big Al's BBQ Catering,38,3.5,-1,19192170653,(919) 217-0653,caterers
Rush Hour Karting,65,3.5,-1,19196629101,(919) 662-9101,go karts
Oak Steakhouse Raleigh,140,4.5,3,19842551818,(984) 255-1818,steakhouses
Hampton Inn & Suites Raleigh/Crabtree Valley,42,4.0,2,19198817080,(919) 881-7080,hotels
Chanello's Pizza,26,4.0,2,19197711000,(919) 771-1000,pizza
Asuka Sushi Bar and Asian Bistro,136,4.0,2,19195702828,(919) 570-2828,japanese
Finè,6,3.5,2,19195702828,(919) 570-2828,japanese
Lynnwood Grill & Brewing Concern,398,3.5,2,19197850043,(919) 785-0043,pizza
Sheetz,5,4.5,1,19195771110,(919) 577-1110,gas stations
Arby's,24,2.5,1,19193292768,(919) 329-2768,fast food
Aviator Beer Shop,13,4.0,2,19193468206,(919) 346-8206,"beer, wine & spirits"
Aviator Pizzeria & Beer Shop,20,3.0,-1,19193468206,(919) 346-8206,pizza
Chuan Cafe,153,4.5,2,19195941772,(919) 594-1772,szechuan
Charlie's Kabob Grill,181,4.5,1,19195540938,(919) 554-0938,middle eastern
Tlaquepaque Mexican Cuisine,177,4.0,2,19195542544,(919) 554-2544,mexican
Thai 54 Restaurant,75,4.0,-1,19194438038,(919) 443-8038,thai
Fleming’s Prime Steakhouse & Wine Bar,267,4.0,3,19195716200,(919) 571-6200,steakhouses
Caribou Coffee,79,4.0,2,19194052802,(919) 405-2802,coffee & tea
McDonald's,27,1.5,1,19198469903,(919) 846-9903,fast food
Dunkin',31,2.5,1,19198900089,(919) 890-0089,donuts
Spring Cafe,55,4.0,1,19199773679,(919) 977-3679,breakfast & brunch
O'Charley's Restaurant & Bar,104,3.5,2,19198519777,(919) 851-9777,american (traditional)
La Braza,1,2.0,-1,19198728482,(919) 872-8482,american (traditional)
La Santa Modern Mexican Food,272,4.5,2,19197204096,(919) 720-4096,mexican
First Watch,136,4.0,2,19193999040,(919) 399-9040,breakfast & brunch
Bluegrass Bagels,215,3.5,1,19192854980,(919) 285-4980,sandwiches
Los Tres Magueyes,103,3.0,1,19194608757,(919) 460-8757,mexican
"Yamato Steak, Seafood & Sushi Bar",88,4.0,2,19193038088,(919) 303-8088,sushi bars
Sheetz,14,4.0,1,19193167779,(919) 316-7779,gas stations
Buffaloe Lanes North Family Bowling Center,28,3.0,-1,19198765681,(919) 876-5681,bowling
Peri Brothers Pizza,236,4.5,2,19198446692,(919) 844-6692,pizza
Fuhgeddaboudit Pizza,11,4.0,1,19198446692,(919) 844-6692,pizza
Camos Brothers Pizza,48,3.5,1,19198446692,(919) 844-6692,pizza
Buffalo Brothers,124,2.5,2,19195706004,(919) 570-6004,american (traditional)
Subway,5,1.5,1,19197731993,(919) 773-1993,sandwiches
Raleigh Crab House,118,4.0,2,19193220304,(919) 322-0304,seafood
Johnny's Pizza - Wake Forest,107,4.0,2,19195560550,(919) 556-0550,pizza
Firewurst,48,3.5,1,19192340822,(919) 234-0822,hot dogs
CoreLife Eatery,75,3.5,2,19197266261,(919) 726-6261,american (new)
McDonald's,29,1.5,1,19195523190,(919) 552-3190,fast food
Pam's Farm House,167,4.0,1,19198599990,(919) 859-9990,southern
Wildwood Green Golf Club,1,5.0,-1,19198465380,(919) 846-5380,
Vinos Finos Tapas and Wine Bar,154,4.5,2,19197479233,(919) 747-9233,wine bars
ORO Restaurant & Lounge,330,4.0,2,19192394010,(919) 239-4010,tapas/small plates
Publix Super Market At Amberly Place,8,4.5,-1,19193887201,(919) 388-7201,grocery
Subway,5,3.0,1,19192692699,(919) 269-2699,sandwiches
Subway,7,3.0,1,19198701782,(919) 870-1782,sandwiches
Sir Walter Coffee,157,4.0,2,19193220019,(919) 322-0019,coffee & tea
Saigon Pho,85,4.5,-1,19198034048,(919) 803-4048,vietnamese
The Pit,2970,4.0,2,19198904500,(919) 890-4500,barbeque
Rise Brier Creek,139,4.0,2,19842447218,(984) 244-7218,donuts
El Rodeo Mexican Restaurant,56,3.5,1,19198331460,(919) 833-1460,mexican
Taco Bell,24,2.0,1,19194810850,(919) 481-0850,fast food
Caffe Luna,279,4.0,2,19198326090,(919) 832-6090,italian
Jasmin & Olivz Mediterranean,9,4.0,-1,19198008599,(919) 800-8599,mediterranean
The Optimist,47,4.5,-1,19198968988,(919) 896-8988,coffee & tea
MATSU Hibachi & Sushi,48,4.5,-1,19192126666,(919) 212-6666,japanese
Jumbo China Buffet,4,2.0,1,19192126666,(919) 212-6666,chinese
Holiday Inn Express & Suites Raleigh North - Wake Forest,42,3.5,2,19195705550,(919) 570-5550,hotels
Zayka Indian Cuisine,173,3.5,2,19193615370,(919) 361-5370,indian
Sawmill Tap Room,111,3.5,2,19198457889,(919) 845-7889,burgers
Capital City Chop House,197,3.5,3,19194847721,(919) 484-7721,steakhouses
Nina's Ristorante,73,3.5,2,19198451122,(919) 845-1122,italian
Jade Garden Chinese Restaurant,148,2.5,1,19195941813,(919) 594-1813,chinese
Himalayan Nepali Cuisine,389,4.5,2,19194660550,(919) 466-0550,himalayan/nepalese
Milton's Pizza and Pasta - Wakefield,130,4.0,2,19195709099,(919) 570-9099,pizza
Adventure Landing Raleigh,57,2.5,-1,19198721688,(919) 872-1688,amusement parks
Char-Grill Two,68,3.5,1,19197812945,(919) 781-2945,burgers
Hilton Raleigh North Hills,103,3.0,2,19198722323,(919) 872-2323,hotels
Eggs Up Grill,70,4.0,1,19194954530,(919) 495-4530,breakfast & brunch
Burger King,26,2.0,1,19198291908,(919) 829-1908,burgers
Jubala Coffee,493,4.5,1,19197588330,(919) 758-8330,coffee & tea
Tropical Smoothie Cafe,6,4.0,-1,19198033040,(919) 803-3040,juice bars & smoothies
Bar Louie - Brier Creek,352,3.0,2,18645356500,(864) 535-6500,bars
Chiropractic Partners,5,5.0,-1,19198788848,(919) 878-8848,chiropractors
Yuri Japanese Restaurant,345,4.0,2,19194810068,(919) 481-0068,sushi bars
Umami,47,3.5,-1,19198062888,(919) 806-2888,japanese
Fujisan Japanese Steak House,134,3.5,2,19198062888,(919) 806-2888,japanese
Mona Pita,229,4.5,1,19194316500,(919) 431-6500,mediterranean
Sergio's Pizza of Wakefield,103,3.5,1,19195541000,(919) 554-1000,pizza
Randy’s Pizza,28,3.0,-1,19195541000,(919) 554-1000,pizza
Applebee's Grill + Bar,56,1.5,2,19198569030,(919) 856-9030,american (traditional)
Bad Daddy's Burger Bar,151,3.5,2,19193814814,(919) 381-4814,burgers
Centro,367,4.0,2,19198353593,(919) 835-3593,mexican
Burger 21 - Raleigh,118,3.5,2,19199008807,(919) 900-8807,american (traditional)
Burger King,13,2.0,1,19195563585,(919) 556-3585,burgers
Zaxby's Chicken Fingers & Buffalo Wings,44,2.5,1,19194812070,(919) 481-2070,fast food
Axis Restaurant & Bar,2,5.0,-1,19198810000,(919) 881-0000,bars
Embassy Suites by Hilton Raleigh Crabtree,80,3.5,2,19198810000,(919) 881-0000,hotels
Subway,1,3.0,1,19198513399,(919) 851-3399,sandwiches
Wayback Burgers,59,3.5,1,19199774444,(919) 977-4444,burgers
Farm Table,172,4.0,2,19195696714,(919) 569-6714,american (new)
Girasole Trattoria,39,3.0,2,19195696714,(919) 569-6714,italian
McDonald's,14,1.5,1,19193653625,(919) 365-3625,fast food
Aubrey's and Peedie's Grill,24,4.5,1,19193655528,(919) 365-5528,fast food
Brixx Wood Fired Pizza,78,3.5,2,19193361111,(919) 336-1111,pizza
Anna's Pizzeria,217,3.5,2,19192676237,(919) 267-6237,italian
Peddlers Steak House The,116,3.5,3,19197876980,(919) 787-6980,steakhouses
Preston Pointe,2,3.0,-1,19194608141,(919) 460-8141,retirement homes
Rallypoint Sport Grill,140,3.5,2,19196781088,(919) 678-1088,sports bars
Bella Italia Pizzeria,81,3.5,2,19195549404,(919) 554-9404,pizza
The Village Grill,199,3.0,2,19198905340,(919) 890-5340,american (traditional)
Southern Craft Butcher,65,4.5,2,19192394087,(919) 239-4087,butcher
Chili's,73,2.0,2,19195577841,(919) 557-7841,bars
Kashin Japanese Restaurant,152,4.0,2,19198517101,(919) 851-7101,japanese
The Poke Republic,7,4.5,-1,19198517101,(919) 851-7101,poke
Babymoon Cafe,343,4.0,2,19194659006,(919) 465-9006,italian
Abbey Road Fuquay-Varina,113,3.5,2,19197627731,(919) 762-7731,salad
Sushi Iwa,380,4.0,2,19193877022,(919) 387-7022,asian fusion
Thai Spices & Sushi,275,4.0,2,19193191818,(919) 319-1818,sushi bars
Kumo Sushi,119,4.0,2,19199860983,(919) 986-0983,sushi bars
Chinese #1 Restaurant,39,3.5,1,19194617008,(919) 461-7008,chinese
Chipotle Mexican Grill,48,2.5,1,19193223290,(919) 322-3290,mexican
Plant Slant Juice,15,4.5,-1,19193224082,(919) 322-4082,juice bars & smoothies
Outback Steakhouse,148,2.5,2,19197900990,(919) 790-0990,steakhouses
Goodberrys Frozen Custard,74,4.0,1,19194693350,(919) 469-3350,ice cream & frozen yogurt
Olive Garden Italian Restaurant,165,2.5,2,19192339714,(919) 233-9714,italian
Akami Sushi Bar,40,5.0,2,19192676368,(919) 267-6368,sushi bars
DICED,61,4.5,2,19196785004,(919) 678-5004,gluten-free
Sitti,791,4.0,2,19192394070,(919) 239-4070,middle eastern
Tin Roof,86,2.5,2,19193222333,(919) 322-2333,southern
Sosta Café,212,4.5,1,19198331006,(919) 833-1006,coffee & tea
Full Bloom Coffee Roasters,76,5.0,2,19197204013,(919) 720-4013,coffee roasteries
Harris Teeter,34,3.5,2,19197814165,(919) 781-4165,grocery
Harris Teeter Pharmacy,1,5.0,-1,19197814165,(919) 781-4165,drugstores
Bruegger's Bagels,47,3.5,1,19194848262,(919) 484-8262,bagels
Salem Street Pub,252,4.0,2,19193879992,(919) 387-9992,american (traditional)
Chili's,96,2.5,2,19195713600,(919) 571-3600,tex-mex
Mei Wei Asian Diner,94,4.0,1,19197627128,(919) 762-7128,asian fusion
Shakey Ray's Tavern,60,3.0,1,19193632378,(919) 363-2378,american (traditional)
Akari Express,42,3.0,1,19192325380,(919) 232-5380,japanese
Clean Eatz - Raleigh,87,4.5,1,19197483770,(919) 748-3770,wraps
San Marcos Mexican Restaurant,144,3.5,2,19198034393,(919) 803-4393,mexican
Jersey Mike's Subs,23,4.0,2,19192954661,(919) 295-4661,delis
Domino's Pizza,8,4.0,1,19193659192,(919) 365-9192,pizza
McDonald's,31,2.5,1,19198780085,(919) 878-0085,fast food
Goodberry's Frozen Custard,27,3.5,1,19197720205,(919) 772-0205,ice cream & frozen yogurt
Idle Hour Coffee,52,4.0,-1,19842001605,(984) 200-1605,coffee & tea
Triple Barrel Tavern,87,3.5,2,19197620940,(919) 762-0940,american (traditional)
Primo Pizza,117,4.0,1,19193802729,(919) 380-2729,pizza
BurgerFi,321,3.5,2,19199993700,(919) 999-3700,burgers
Niche Wine Lounge,56,4.0,2,19195522300,(919) 552-2300,wine bars
Biscuitville,48,4.0,1,19193628034,(919) 362-8034,breakfast & brunch
El Cerro Restaurant,91,3.0,1,19198320293,(919) 832-0293,mexican
Salsa Fresh,107,4.0,1,19195719111,(919) 571-9111,mexican
Baba Ghannouj Mediterranean Bistro,230,4.0,1,19192330907,(919) 233-0907,middle eastern
Courtney's NY Bagels & Deli,70,3.5,1,19194531043,(919) 453-1043,delis
Golden Dragon,64,3.5,1,19198342626,(919) 834-2626,chinese
Waraji Japanese Restaurant,498,4.0,2,19197831883,(919) 783-1883,japanese
Tropical Smoothie Cafe,1,5.0,-1,19193772320,(919) 377-2320,juice bars & smoothies
China Wok,32,3.5,1,19195701688,(919) 570-1688,chinese
Taco Bell,18,2.5,1,19197791522,(919) 779-1522,mexican
Taco Bell,28,2.0,1,19192179524,(919) 217-9524,mexican
Freddy's Frozen Custard & Steakburgers,70,3.0,-1,19195549833,(919) 554-9833,burgers
Burger King,7,2.0,1,19192665966,(919) 266-5966,burgers
Harris Teeter,27,3.0,2,19195521596,(919) 552-1596,grocery
Starbucks,2,3.0,-1,19195521596,(919) 552-1596,coffee & tea
Harris Teeter Pharmacy,1,5.0,-1,19195521596,(919) 552-1596,drugstores
Jimmy John's,32,3.0,1,19198065616,(919) 806-5616,sandwiches
Cinco de Mayo Mexican Restaurant & Cantina,30,4.0,2,19198360807,(919) 836-0807,mexican
Mi Rancho,66,3.5,2,19198360807,(919) 836-0807,mexican
El Cerro,1,4.0,1,19198360807,(919) 836-0807,mexican
Polar Ice House,3,2.0,-1,19198617465,(919) 861-7465,skating rinks
Firehouse Subs,9,2.5,-1,19195561010,(919) 556-1010,fast food
China Cary,15,3.5,3,19193635688,(919) 363-5688,chinese
K&W Cafeteria,16,3.0,2,19192319242,(919) 231-9242,american (traditional)
iPho Sushi Kitchen & Bar,110,3.5,2,19192668099,(919) 266-8099,sushi bars
Heights House,1,5.0,-1,19195941881,(919) 594-1881,hotels
Mi Cancun,792,4.5,2,19196501718,(919) 650-1718,mexican
Ruth's Chris Steak House,136,3.5,3,19197911103,(919) 791-1103,steakhouses
STIR,281,4.0,2,19842008614,(984) 200-8614,bars
The Cary Pub,32,4.0,2,19198591070,(919) 859-1070,sports bars
Bermuda Room At Lochmere,4,4.0,2,19198591070,(919) 859-1070,sports bars
Los Tres Magueyes,49,3.5,2,19195523957,(919) 552-3957,mexican
Applebee's Grill + Bar,73,2.5,2,19198722401,(919) 872-2401,american (traditional)
Subway,9,3.5,1,19197739033,(919) 773-9033,sandwiches
Residence Inn Raleigh Downtown,28,4.5,2,19198560017,(919) 856-0017,hotels
10th & Terrace,41,4.0,-1,19198560017,(919) 856-0017,cocktail bars
The Overlook at Residence,2,3.5,3,19198560017,(919) 856-0017,hotels
BJ's Restaurant & Brewhouse,286,3.0,2,19197108170,(919) 710-8170,american (new)
Wendy's,21,1.5,1,19192660917,(919) 266-0917,burgers
Moge Tee,69,4.5,2,19842009008,(984) 200-9008,bubble tea
Real McCoy's,112,3.5,2,19195628368,(919) 562-8368,american (new)
O'Dwyers Irish Sports Pub,11,3.0,2,19195628368,(919) 562-8368,pubs
Flying Saucer Draught Emporium,451,4.0,2,19198217401,(919) 821-7401,american (traditional)
Chick-fil-A,77,2.5,1,19195718480,(919) 571-8480,fast food
On The Border Mexican Grill & Cantina,116,3.0,2,19194395030,(919) 439-5030,mexican
Chopt Creative Salad Co.,119,3.5,2,19196702333,(919) 670-2333,salad
Barnes & Noble Booksellers,41,3.0,2,19194673866,(919) 467-3866,bookstores
Poke Go,120,4.0,2,19842002990,(984) 200-2990,poke
Pokano Poke Island Grill,39,3.5,-1,19842002990,(984) 200-2990,poke
Ragazzi's,93,3.5,2,19197729772,(919) 772-9772,italian
Juicekeys,173,4.5,2,19199805443,(919) 980-5443,organic stores
Hickory Tavern,136,3.0,2,19195572064,(919) 557-2064,american (traditional)
MOD Pizza,69,4.0,1,19192631211,(919) 263-1211,fast food
Blackfinn Ameripub,160,3.0,2,19194683808,(919) 468-3808,american (new)
Thaiphoon Bistro,17,4.0,-1,19199177988,(919) 917-7988,thai
Angie's Restaurant,271,4.5,1,19196616707,(919) 661-6707,breakfast & brunch
Ba-Da Wings,72,3.0,2,19193221418,(919) 322-1418,chicken wings
Annelore's German Bakery,67,4.0,1,19192676846,(919) 267-6846,bakeries
Tropical Smoothie Cafe,17,3.0,-1,19195867130,(919) 586-7130,juice bars & smoothies
Jersey Mike's Subs,20,3.0,1,19193800289,(919) 380-0289,sandwiches
The Mason Jar Tavern,377,4.0,2,19199645060,(919) 964-5060,american (traditional)
Danny's Bar-B-Que,183,4.0,2,19198515541,(919) 851-5541,barbeque
Boston Market,23,2.5,1,19199817450,(919) 981-7450,comfort food
Starbucks,41,3.5,1,19197850111,(919) 785-0111,coffee & tea
Jersey Mike's Subs,17,3.5,1,19194880262,(919) 488-0262,sandwiches
Paradise India Cuisine,131,3.0,2,19194816881,(919) 481-6881,indian
The Big Easy,354,3.5,2,19198326082,(919) 832-6082,cajun/creole
The Voodoo Room,1,4.0,-1,19198326082,(919) 832-6082,venues & event spaces
Sonic Drive-In,49,2.5,1,19198765185,(919) 876-5185,burgers
Jason's Deli,56,2.5,1,19198404378,(919) 840-4378,salad
Daily Grind,47,3.5,1,19198648775,(919) 864-8775,coffee & tea
Daily Taco,7,3.0,-1,19198648775,(919) 864-8775,tacos
Main Street Grille,41,3.5,2,19195561777,(919) 556-1777,italian
Holiday Inn Express Raleigh-Durham Airport,22,3.0,2,19196532260,(919) 653-2260,hotels
McDonald's,3,2.5,1,19199578404,(919) 957-8404,fast food
Peak City Hots,23,4.5,-1,19194466344,(919) 446-6344,american (traditional)
Buried Hatchet,6,4.5,-1,19192954731,(919) 295-4731,american (traditional)
Orient Garden,54,4.0,2,19193801323,(919) 380-1323,chinese
IHOP,65,3.0,1,19198474467,(919) 847-4467,breakfast & brunch
Harris Teeter,20,3.5,2,19195629521,(919) 562-9521,grocery
Starbucks,9,3.5,2,19195629521,(919) 562-9521,coffee & tea
Dunkin',46,2.0,1,19193679949,(919) 367-9949,donuts
Subway,14,2.5,1,19196781191,(919) 678-1191,sandwiches
Hampton Inn & Suites Raleigh-Durham Airport-Brier Creek,43,4.0,2,19194840500,(919) 484-0500,hotels
Peacock Indian Cuisine,76,4.0,2,19192341387,(919) 234-1387,indian
Blue Fox,34,3.5,2,19192341387,(919) 234-1387,indian
Harris Teeter,27,4.0,2,19196766614,(919) 676-6614,grocery
The Fiction Kitchen,618,4.5,2,19198314177,(919) 831-4177,vegan
Arby's,25,2.0,1,19199546185,(919) 954-6185,fast food
Tribeca Tavern,456,3.5,2,19194653055,(919) 465-3055,american (traditional)
Moe's Southwest Grill,26,2.5,1,19198030542,(919) 803-0542,tex-mex
Bida Manda,1470,4.5,2,19198299999,(919) 829-9999,laotian
Tropical Smoothie Cafe,50,3.5,1,19198035991,(919) 803-5991,sandwiches
Anna's Pizzeria,100,3.5,2,19192852497,(919) 285-2497,pizza
Hibachi & Company,78,3.5,1,19195528899,(919) 552-8899,japanese
PTA Pizza & Hoagie,30,3.0,1,19195541400,(919) 554-1400,pizza
Arby's,17,3.0,1,19198326885,(919) 832-6885,fast food
Fairfield Inn And Suites - Marriott,10,3.5,-1,19198781120,(919) 878-1120,hotels
Sheetz,1,1.0,-1,19192954217,(919) 295-4217,gas stations
Subway,11,1.0,1,19195218541,(919) 521-8541,sandwiches
Hwy 55 Burgers Shakes & Fries,29,2.5,1,19193738807,(919) 373-8807,burgers
Highway 55 Burgers Shakes & Fries,3,2.5,-1,19193738807,(919) 373-8807,desserts
Four Points Raleigh Arena,7,4.5,-1,19198540502,(919) 854-0502,hotels
Comfort Suites Arena,7,3.5,2,19198540502,(919) 854-0502,hotels
StarBar,32,2.5,2,19192313535,(919) 231-3535,lounges
Vegan Community Kitchen,116,4.5,2,19193725027,(919) 372-5027,vegan
Wendy's,17,3.0,1,19194671407,(919) 467-1407,burgers
East Garden,34,3.5,2,19193225558,(919) 322-5558,cantonese
Jasmin & Olivz Mediterranean,66,3.0,1,19197433336,(919) 743-3336,mediterranean
Subway,11,2.0,1,19193222015,(919) 322-2015,sandwiches
Sammy's Tap & Grill,196,3.0,2,19197553880,(919) 755-3880,sports bars
Second Empire Restaurant And Tavern,531,4.5,3,19198293663,(919) 829-3663,american (new)
Leli's Diner,180,3.5,2,19192631377,(919) 263-1377,diners
Piccola Italia Pizza and Restaurant,88,3.0,2,19198336888,(919) 833-6888,pizza
Toreros Mexican Restaurant,160,4.0,2,19198739116,(919) 873-9116,mexican
Wingstop,56,2.5,2,19192340736,(919) 234-0736,chicken wings
Mellow Mushroom - Raleigh,318,4.0,2,19198323499,(919) 832-3499,pizza
Village Deli & Grill - Lake Boone Trail,68,3.5,2,19198031245,(919) 803-1245,delis
Buldaegi BBQ House,57,3.5,-1,19197030400,(919) 703-0400,korean
Char Grill,62,3.5,1,19194617112,(919) 461-7112,burgers
Chick-fil-A,53,4.0,1,19197852799,(919) 785-2799,fast food
Hardee's,11,2.0,1,19195542720,(919) 554-2720,fast food
Dunkin',30,2.0,1,19197840050,(919) 784-0050,donuts
Wonderland Tapas & Cocktails,91,3.5,2,19196152621,(919) 615-2621,breakfast & brunch
CAVA,21,3.5,-1,19192764984,(919) 276-4984,mediterranean
Trali Irish Pub & Restaurant,318,4.0,2,19195444141,(919) 544-4141,pubs
Subway,6,1.5,1,19193874818,(919) 387-4818,sandwiches
Wendy's,44,1.5,1,19192931814,(919) 293-1814,burgers
1250 Heritage,15,4.0,2,19194532020,(919) 453-2020,american (traditional)
Heritage Golf Club,8,4.0,-1,19194532020,(919) 453-2020,golf
Goodnights Comedy Club,168,3.0,2,19198285233,(919) 828-5233,comedy clubs
The Old Bar,14,3.0,2,19198285233,(919) 828-5233,bars
The Factory At Goodnights,10,3.0,2,19198285233,(919) 828-5233,american (new)
Life Time,68,3.0,-1,19195827000,(919) 582-7000,gyms
Maximillians,158,3.5,3,19194652455,(919) 465-2455,american (new)
Raleigh Marriott City Center,151,3.5,2,19198331120,(919) 833-1120,hotels
Mithai Indian Cafe,68,4.0,2,19194699651,(919) 469-9651,desserts
Macgregor Draft House,110,3.5,2,19194611633,(919) 461-1633,sports bars
Hayes Barton Café & Dessertery,274,4.5,2,19198568551,(919) 856-8551,american (traditional)
Los Tres Magueyes,41,4.0,2,19195621669,(919) 562-1669,mexican
Popeyes Louisiana Kitchen,35,3.0,1,19193290069,(919) 329-0069,chicken wings
Crawford & Son,232,4.5,2,19193074647,(919) 307-4647,american (new)
Subway,3,1.0,1,19198351555,(919) 835-1555,sandwiches
Subway,6,3.0,1,19194691985,(919) 469-1985,sandwiches
Bojangles,36,2.5,1,19194677030,(919) 467-7030,specialty food
Jersey Mike's Subs,11,3.5,2,19197907827,(919) 790-7827,sandwiches
Firehouse Subs,33,3.5,1,19198063900,(919) 806-3900,sandwiches
Hereghty Heavenly Delicious,93,3.5,1,19197873995,(919) 787-3995,desserts
Baskin Robbins,8,1.5,2,19193035800,(919) 303-5800,ice cream & frozen yogurt
Dunkin',67,2.0,1,19193035800,(919) 303-5800,donuts
Circus Family Restaurant,30,3.5,1,19198342213,(919) 834-2213,american (traditional)
Chens Garden,25,2.5,1,19195577363,(919) 557-7363,chinese
East Coast Wings & Grill,129,3.0,2,19843773294,(984) 377-3294,chicken wings
Caribou Coffee,100,3.5,1,19197879611,(919) 787-9611,coffee & tea
Bruegger's Bagels and Caribou Coffee,4,3.0,1,19197879611,(919) 787-9611,breakfast & brunch
Manhattan Pizza,66,4.5,2,19198473995,(919) 847-3995,pizza
Tavern on the Green Eagle Ridge,8,3.5,2,19199778094,(919) 977-8094,american (new)
The Full Moon Oyster Bar - Morrisville,406,4.0,2,19193789524,(919) 378-9524,seafood
Bojangles,23,3.0,1,19196621621,(919) 662-1621,southern
Goodberry's Frozen Custard,32,4.0,1,19195542875,(919) 554-2875,bakeries
Jersey Mike's Subs,16,3.0,1,19198327972,(919) 832-7972,sandwiches
Lorraines Coffee House & Music,26,4.0,2,19197147990,(919) 714-7990,music venues
MOD Pizza,190,4.0,1,19199873668,(919) 987-3668,pizza
Raleigh Meat Market,3,4.5,-1,19193224004,(919) 322-4004,butcher
Gumby's Pizza,3,2.5,1,19198361555,(919) 836-1555,pizza
Gumby's Pizza,78,2.5,1,19198361555,(919) 836-1555,pizza
Royal India,179,3.5,2,19199810849,(919) 981-0849,indian
Goodberrys Frozen Custard,54,4.5,1,19198788159,(919) 878-8159,ice cream & frozen yogurt
Hibachi Flavor,3,3.0,-1,19199165162,(919) 916-5162,japanese
McDonald's,16,1.5,1,19199548880,(919) 954-8880,fast food
Dunkin',10,2.5,1,19195569007,(919) 556-9007,coffee & tea
The Pickled Onion,52,3.5,2,19199770031,(919) 977-0031,desserts
Starbucks,34,3.5,2,19198471363,(919) 847-1363,coffee & tea
Hilton Garden Inn Raleigh-Cary,45,3.5,2,19193770440,(919) 377-0440,hotels
Legislative Office Building Snack Bar,2,3.0,-1,19197156409,(919) 715-6409,sandwiches
Harris Teeter,26,3.5,2,19194814251,(919) 481-4251,grocery
Starbucks,1,5.0,-1,19194814251,(919) 481-4251,coffee & tea
Arby's,15,3.0,1,19192179680,(919) 217-9680,fast food
Biryani Maxx Indian Cuisine,208,4.0,2,19193770346,(919) 377-0346,indian
Nc Subs & Pizza,2,2.5,1,19193770346,(919) 377-0346,pizza
Sleep Inn,16,3.0,2,19195564007,(919) 556-4007,hotels
Taste of Jamaica,103,4.0,2,19194610045,(919) 461-0045,caribbean
Bojangles - Cary,8,1.5,-1,19194247922,(919) 424-7922,fast food
Which Wich,7,4.5,-1,19197615172,(919) 761-5172,sandwiches
Casa Cubana,88,3.5,2,19194358556,(919) 435-8556,cuban
Sheetz,35,3.5,1,19198599577,(919) 859-9577,gas stations
Buffalo Wild Wings,174,2.0,2,19194697872,(919) 469-7872,chicken wings
New Japan Express,45,3.0,1,19197710708,(919) 771-0708,japanese
Rise - Raleigh,187,4.0,1,19842006966,(984) 200-6966,donuts
El Rodeo,68,4.0,1,19198290777,(919) 829-0777,mexican
Hibachi Japan,52,3.0,1,19198788880,(919) 878-8880,japanese
El Dorado Authentic Mexican Restaurant,35,3.5,2,19197791411,(919) 779-1411,mexican
McDonald's,15,2.0,1,19198621996,(919) 862-1996,fast food
The Cortez,291,4.5,2,19193428227,(919) 342-8227,seafood
Rose Garden Asian Bistro,6,3.5,-1,19197816268,(919) 781-6268,asian fusion
Chopstix Gourmet and Sushi Bar,203,3.5,2,19197816268,(919) 781-6268,chinese
Jin Yuan Chinese Restaurant,1,1.0,2,19197816268,(919) 781-6268,chinese
Philly Steak 'N Subs,46,3.5,1,19198785748,(919) 878-5748,cheesesteaks
Hampton Inn Raleigh/Town Of Wake Forest,16,4.0,2,19195540222,(919) 554-0222,hotels
Comfort Inn Raleigh Midtown,10,3.5,-1,19198281813,(919) 828-1813,hotels
Church's Chicken,14,2.5,-1,19198212220,(919) 821-2220,fast food
Vic's Italian Restaurant & Pizzeria,185,4.0,2,19842009292,(984) 200-9292,pizza
Panera Bread,1,2.0,-1,19842478902,(984) 247-8902,salad
LemonShark Poke,96,4.5,-1,19843330066,(984) 333-0066,japanese
Triangle Mini Mart,3,4.5,4,19194691720,(919) 469-1720,convenience stores
Sultan's Deli,171,4.5,1,19193676007,(919) 367-6007,mediterranean
Nancy's Pizzeria,246,3.5,2,19198709777,(919) 870-9777,pizza
Cinemark Raleigh Grande,242,4.0,-1,19197889000,(919) 788-9000,cinema
McAlister's Deli,63,3.0,2,19199007846,(919) 900-7846,delis
Poole's,901,4.0,2,19198324477,(919) 832-4477,american (new)
Zaxby's Chicken Fingers & Buffalo Wings,23,3.5,1,19194350387,(919) 435-0387,fast food
Chick-fil-A,33,4.0,1,19195100100,(919) 510-0100,fast food
First Watch,75,4.0,2,19195695763,(919) 569-5763,breakfast & brunch
Residence Inn Raleigh Midtown,36,2.5,2,19198786100,(919) 878-6100,hotels
Albaraka Market and Grill,80,4.0,1,19198385155,(919) 838-5155,mediterranean
Al Baraka Market,9,4.5,1,19198385155,(919) 838-5155,grocery
Burger King,12,2.5,1,19192316415,(919) 231-6415,burgers
Ni Asian Kitchen,228,4.5,2,19199165106,(919) 916-5106,chinese
Carmen's Cuban Cafe & Lounge,422,4.0,2,19194678080,(919) 467-8080,cuban
Gonza Tacos Y Tequila,131,3.5,2,19196537310,(919) 653-7310,mexican
City Barbeque,231,4.0,2,19192582009,(919) 258-2009,barbeque
A&C Supermarket,39,3.5,1,19196610573,(919) 661-0573,chinese
